Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,1,25,30,136.80,160.10,30.00,5.00,107.10,290.90,267.20,23.30,0.00,1125,10,20,65,60,2026-06-18 22:00
a04,1,48,49,251.50,267.30,5.00,5.00,183.20,503.70,450.50,15.80,0.00,5500,30,60,65,60,2026-06-18 22:00
a05,1,25,30,486.70,486.70,26.00,5.00,317.30,876.00,804.00,0.00,0.00,5156,30,60,65,60,2026-06-18 22:00
a06,1,16,18,524.60,524.60,5.00,5.00,309.10,877.70,833.70,0.00,0.00,939,10,20,65,60,2026-06-18 22:00
a07,1,16,18,989.70,989.70,5.00,5.00,253.60,1310.30,1243.30,0.00,0.00,812,10,20,65,60,2026-06-18 22:00
a08,1,28,28,1058.20,1058.20,26.00,5.00,201.60,1321.80,1259.80,0.00,0.00,5402,30,60,65,60,2026-06-18 22:00
a09,1,48,49,1205.00,1259.90,5.00,5.00,110.50,1341.50,1370.40,54.90,28.90,5500,30,60,65,60,2026-06-18 22:00
a10,0,18,20,1218.10,0.00,0.00,0.00,292.80,1540.90,0.00,0.00,0.00,1100,10,20,65,60,2026-06-18 22:00
a11,1,15,17,1343.70,1370.50,5.00,5.00,105.20,1484.90,1475.80,26.80,0.00,1091,10,20,65,60,2026-06-18 22:00
a12,1,28,28,1475.70,1475.70,25.00,5.00,266.70,1801.40,1742.40,0.00,0.00,5303,30,60,65,60,2026-06-18 22:00
a13,1,15,17,1536.60,1536.60,5.00,5.00,208.10,1782.70,1744.70,0.00,0.00,1159,10,20,65,60,2026-06-18 22:00
a14,0,48,49,1755.00,0.00,0.00,0.00,321.90,2135.90,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a15,0,48,49,1792.40,0.00,0.00,0.00,322.50,2156.90,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a16,1,20,22,1825.10,1825.10,5.00,5.00,285.10,2172.20,2112.60,0.00,0.00,5045,30,60,65,60,2026-06-18 22:00
a17,1,18,20,1842.40,1842.40,5.00,32.00,270.10,2148.50,2112.50,0.00,0.00,976,10,20,65,60,2026-06-18 22:00
a18,1,22,25,1884.60,1884.60,38.00,5.00,371.30,2323.90,2255.90,0.00,0.00,1091,10,20,65,60,2026-06-18 22:00
a19,1,28,28,2155.60,2155.60,5.00,5.00,335.30,2560.90,2490.90,0.00,0.00,5331,30,60,65,60,2026-06-18 22:00
a20,1,15,17,2169.60,2169.60,5.00,38.00,297.70,2493.30,2467.30,0.00,0.00,987,10,20,65,60,2026-06-18 22:00
a21,0,28,28,2219.80,0.00,0.00,0.00,305.60,2595.40,0.00,0.00,0.00,5366,30,60,65,60,2026-06-18 22:00
a22,1,25,30,2536.80,2536.80,5.00,5.00,143.20,2748.00,2680.00,0.00,0.00,5157,30,60,65,60,2026-06-18 22:00
