Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,0,28,28,1.40,0.00,0.00,0.00,118.50,183.90,0.00,0.00,0.00,1147,10,20,65,60,2026-06-18 22:00
a04,0,18,20,101.50,0.00,0.00,0.00,395.20,541.70,0.00,0.00,0.00,865,10,20,65,60,2026-06-18 22:00
a05,1,16,18,177.10,177.10,30.00,5.00,184.90,420.00,362.00,0.00,0.00,5261,30,60,65,60,2026-06-18 22:00
a06,1,15,17,184.10,210.10,5.00,5.00,331.30,554.40,541.40,26.00,0.00,5487,30,60,65,60,2026-06-18 22:00
a07,1,15,17,287.50,287.50,5.00,27.00,229.90,548.40,530.50,0.00,0.00,951,10,20,65,60,2026-06-18 22:00
a08,0,48,49,370.80,0.00,0.00,0.00,251.20,686.00,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a09,1,15,17,374.40,374.40,28.00,5.00,336.70,739.10,711.10,0.00,0.00,1141,10,20,65,60,2026-06-18 22:00
a10,1,16,18,530.40,530.40,28.00,27.00,128.50,720.90,658.90,0.00,0.00,921,10,20,65,60,2026-06-18 22:00
a11,1,16,18,538.60,541.50,5.00,5.00,256.90,862.50,798.40,2.90,0.00,1000,10,20,65,60,2026-06-18 22:00
a12,0,28,28,579.00,0.00,0.00,0.00,306.30,932.30,0.00,0.00,0.00,5488,30,60,65,60,2026-06-18 22:00
a13,1,18,20,604.50,604.50,5.00,28.00,162.80,796.30,767.30,0.00,0.00,4673,30,60,65,60,2026-06-18 22:00
a14,0,48,49,689.50,0.00,0.00,0.00,116.10,872.60,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a15,1,15,17,708.60,711.20,28.00,5.00,247.70,982.30,992.60,2.60,10.30,1042,10,20,65,60,2026-06-18 22:00
a16,1,28,28,743.70,743.70,28.00,27.00,248.80,1056.50,992.50,0.00,0.00,5321,30,60,65,60,2026-06-18 22:00
a17,0,25,30,779.50,0.00,0.00,0.00,177.20,1005.70,0.00,0.00,0.00,5184,30,60,65,60,2026-06-18 22:00
a18,0,48,49,860.90,0.00,0.00,0.00,355.60,1278.50,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a19,1,15,17,962.00,962.00,5.00,5.00,231.20,1241.20,1193.20,0.00,0.00,1144,10,20,65,60,2026-06-18 22:00
a20,1,22,25,1188.20,1188.20,30.00,5.00,342.60,1575.80,1530.80,0.00,0.00,1086,10,20,65,60,2026-06-18 22:00
a21,1,20,22,1195.10,1195.10,5.00,5.00,248.60,1494.70,1443.70,0.00,0.00,5251,30,60,65,60,2026-06-18 22:00
a22,1,20,22,1201.40,1201.40,5.00,32.00,234.80,1494.20,1436.20,0.00,0.00,1158,10,20,65,60,2026-06-18 22:00
