Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,0,25,30,136.80,0.00,0.00,0.00,107.10,290.90,0.00,0.00,0.00,1125,10,20,65,60,2026-06-18 22:00
a04,1,48,49,182.70,210.10,5.00,5.00,183.20,434.90,393.30,27.40,0.00,5500,30,60,65,60,2026-06-18 22:00
a05,0,25,30,276.80,0.00,0.00,0.00,317.30,666.10,0.00,0.00,0.00,5156,30,60,65,60,2026-06-18 22:00
a06,0,16,18,291.90,0.00,0.00,0.00,309.10,645.00,0.00,0.00,0.00,939,10,20,65,60,2026-06-18 22:00
a07,1,16,18,477.90,477.90,5.00,5.00,253.60,798.50,731.50,0.00,0.00,812,10,20,65,60,2026-06-18 22:00
a08,1,28,28,505.30,505.30,26.00,5.00,201.60,768.90,706.90,0.00,0.00,5402,30,60,65,60,2026-06-18 22:00
a09,0,48,49,564.10,0.00,0.00,0.00,110.50,700.60,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a10,0,18,20,569.30,0.00,0.00,0.00,292.80,892.10,0.00,0.00,0.00,1100,10,20,65,60,2026-06-18 22:00
a11,1,15,17,619.60,619.60,5.00,28.00,105.20,760.80,724.80,0.00,0.00,1091,10,20,65,60,2026-06-18 22:00
a12,1,28,28,672.40,707.00,30.00,5.00,266.70,998.10,973.70,34.60,0.00,5303,30,60,65,60,2026-06-18 22:00
a13,1,15,17,696.70,707.10,30.00,38.00,208.10,942.80,915.20,10.40,0.00,1159,10,20,65,60,2026-06-18 22:00
a14,0,48,49,784.10,0.00,0.00,0.00,321.90,1165.00,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a15,0,48,49,799.00,0.00,0.00,0.00,322.50,1163.50,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a16,1,20,22,812.10,812.10,5.00,5.00,285.10,1159.20,1097.20,0.00,0.00,5045,30,60,65,60,2026-06-18 22:00
a17,1,18,20,819.00,819.00,5.00,32.00,270.10,1125.10,1089.10,0.00,0.00,976,10,20,65,60,2026-06-18 22:00
a18,0,22,25,835.90,0.00,0.00,0.00,371.30,1275.20,0.00,0.00,0.00,1091,10,20,65,60,2026-06-18 22:00
a19,0,28,28,944.30,0.00,0.00,0.00,335.30,1349.60,0.00,0.00,0.00,5331,30,60,65,60,2026-06-18 22:00
a20,1,15,17,949.90,973.90,30.00,38.00,297.70,1273.60,1271.60,24.00,0.00,987,10,20,65,60,2026-06-18 22:00
a21,1,28,28,970.00,973.80,30.00,5.00,305.60,1345.60,1279.40,3.80,0.00,5366,30,60,65,60,2026-06-18 22:00
a22,0,25,30,1096.80,0.00,0.00,0.00,143.20,1308.00,0.00,0.00,0.00,5157,30,60,65,60,2026-06-18 22:00
