Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,0,18,20,88.60,0.00,0.00,0.00,178.90,303.50,0.00,0.00,0.00,930,10,20,65,60,2026-06-18 22:00
a04,0,20,22,198.30,0.00,0.00,0.00,318.70,580.00,0.00,0.00,0.00,4687,30,60,65,60,2026-06-18 22:00
a05,0,15,17,254.70,0.00,0.00,0.00,240.90,526.60,0.00,0.00,0.00,1037,10,20,65,60,2026-06-18 22:00
a06,0,18,20,283.80,0.00,0.00,0.00,137.30,461.10,0.00,0.00,0.00,1174,10,20,65,60,2026-06-18 22:00
a07,0,20,22,426.20,0.00,0.00,0.00,340.90,801.10,0.00,0.00,0.00,4686,30,60,65,60,2026-06-18 22:00
a08,0,25,30,486.50,0.00,0.00,0.00,385.40,924.90,0.00,0.00,0.00,1155,10,20,65,60,2026-06-18 22:00
a09,0,20,22,495.30,0.00,0.00,0.00,209.30,761.60,0.00,0.00,0.00,1044,10,20,65,60,2026-06-18 22:00
a10,0,48,49,618.60,0.00,0.00,0.00,376.50,1040.10,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a11,0,18,20,650.60,0.00,0.00,0.00,278.30,984.90,0.00,0.00,0.00,1018,10,20,65,60,2026-06-18 22:00
a12,0,20,22,766.30,0.00,0.00,0.00,178.50,976.80,0.00,0.00,0.00,5252,30,60,65,60,2026-06-18 22:00
a13,0,20,22,779.20,0.00,0.00,0.00,112.50,941.70,0.00,0.00,0.00,1076,10,20,65,60,2026-06-18 22:00
a14,0,25,30,1181.70,0.00,0.00,0.00,355.90,1585.60,0.00,0.00,0.00,5353,30,60,65,60,2026-06-18 22:00
a15,0,16,18,1279.30,0.00,0.00,0.00,220.60,1526.90,0.00,0.00,0.00,809,10,20,65,60,2026-06-18 22:00
