Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a03,0,28,28,1.20,0.00,0.00,0.00,138.20,178.40,0.00,0.00,0.00,5448.00,30.00,60.00,65,60,2026-07-07 11:59
a04,0,28,28,157.80,0.00,0.00,0.00,286.50,489.30,0.00,0.00,0.00,5436.00,30.00,60.00,65,60,2026-07-07 11:59
a05,0,48,49,252.00,0.00,0.00,0.00,396.70,687.70,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a06,1,20,22,280.70,280.70,38.00,5.00,172.20,499.90,452.90,0.00,0.00,916.00,10.00,20.00,65,60,2026-07-07 11:59
a07,1,28,28,282.70,282.70,5.00,5.00,163.20,509.90,445.90,0.00,0.00,5439.00,30.00,60.00,65,60,2026-07-07 11:59
a08,0,48,49,348.80,0.00,0.00,0.00,364.00,777.80,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a09,0,18,20,558.20,0.00,0.00,0.00,155.80,772.00,0.00,0.00,0.00,1037.00,10.00,20.00,65,60,2026-07-07 11:59
a10,1,28,28,612.00,612.00,28.00,5.00,186.90,855.90,798.90,0.00,0.00,5383.00,30.00,60.00,65,60,2026-07-07 11:59
a11,0,15,17,618.70,0.00,0.00,0.00,298.10,958.80,0.00,0.00,0.00,879.00,10.00,20.00,65,60,2026-07-07 11:59
a12,0,20,22,675.20,0.00,0.00,0.00,315.00,1046.20,0.00,0.00,0.00,1005.00,10.00,20.00,65,60,2026-07-07 11:59
a13,1,18,20,696.00,696.00,5.00,5.00,119.20,883.20,815.20,0.00,0.00,5235.00,30.00,60.00,65,60,2026-07-07 11:59
a14,0,28,28,725.00,0.00,0.00,0.00,127.40,903.40,0.00,0.00,0.00,5368.00,30.00,60.00,65,60,2026-07-07 11:59
a15,0,25,30,746.30,0.00,0.00,0.00,341.30,1144.60,0.00,0.00,0.00,5234.00,30.00,60.00,65,60,2026-07-07 11:59
a16,1,20,22,758.20,815.30,5.00,5.00,205.70,1027.90,1021.00,57.10,0.00,1177.00,10.00,20.00,65,60,2026-07-07 11:59
a17,0,16,18,826.90,0.00,0.00,0.00,284.90,1166.80,0.00,0.00,0.00,883.00,10.00,20.00,65,60,2026-07-07 11:59
a18,1,22,25,901.80,901.80,35.00,5.00,201.40,1149.20,1103.20,0.00,0.00,4962.00,30.00,60.00,65,60,2026-07-07 11:59
a19,1,25,30,1025.90,1025.90,5.00,5.00,131.00,1187.90,1156.90,0.00,0.00,5253.00,30.00,60.00,65,60,2026-07-07 11:59
a20,1,25,30,1116.80,1116.80,35.00,5.00,282.80,1451.60,1399.60,0.00,0.00,1127.00,10.00,20.00,65,60,2026-07-07 11:59
a21,1,16,18,1171.20,1171.20,5.00,5.00,301.10,1536.30,1472.30,0.00,0.00,867.00,10.00,20.00,65,60,2026-07-07 11:59
a22,1,22,25,1414.40,1414.40,28.00,5.00,354.20,1800.60,1768.60,0.00,0.00,5227.00,30.00,60.00,65,60,2026-07-07 11:59
a23,1,18,20,1558.90,1558.90,5.00,5.00,271.20,1896.10,1830.10,0.00,0.00,4951.00,30.00,60.00,65,60,2026-07-07 11:59
a24,1,28,28,1884.90,1884.90,5.00,5.00,144.70,2087.60,2029.60,0.00,0.00,5415.00,30.00,60.00,65,60,2026-07-07 11:59
a25,1,15,17,1935.20,1935.20,38.00,5.00,254.90,2232.10,2190.10,0.00,0.00,1124.00,10.00,20.00,65,60,2026-07-07 11:59
a26,0,28,28,1978.30,0.00,0.00,0.00,265.80,2287.10,0.00,0.00,0.00,5478.00,30.00,60.00,65,60,2026-07-07 11:59
