Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a03,0,25,30,96.60,0.00,0.00,0.00,292.00,438.60,0.00,0.00,0.00,5112.00,30.00,60.00,65,60,2026-07-07 11:59
a04,0,16,18,107.50,0.00,0.00,0.00,381.20,512.70,0.00,0.00,0.00,1001.00,10.00,20.00,65,60,2026-07-07 11:59
a05,1,48,49,275.40,275.40,5.00,5.00,270.20,576.60,545.60,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a06,0,15,17,329.10,0.00,0.00,0.00,299.40,668.50,0.00,0.00,0.00,826.00,10.00,20.00,65,60,2026-07-07 11:59
a07,0,25,30,388.20,0.00,0.00,0.00,227.00,678.20,0.00,0.00,0.00,1182.00,10.00,20.00,65,60,2026-07-07 11:59
a08,0,25,30,707.20,0.00,0.00,0.00,232.70,963.90,0.00,0.00,0.00,5287.00,30.00,60.00,65,60,2026-07-07 11:59
a09,0,48,49,717.40,0.00,0.00,0.00,325.60,1092.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a10,1,28,28,727.60,727.60,5.00,5.00,164.20,938.80,891.80,0.00,0.00,5463.00,30.00,60.00,65,60,2026-07-07 11:59
a11,1,18,20,747.30,747.30,38.00,5.00,142.20,960.50,889.50,0.00,0.00,997.00,10.00,20.00,65,60,2026-07-07 11:59
a12,0,28,28,830.60,0.00,0.00,0.00,153.80,1043.40,0.00,0.00,0.00,5348.00,30.00,60.00,65,60,2026-07-07 11:59
a13,1,28,28,876.90,891.90,5.00,5.00,135.60,1057.50,1027.50,15.00,0.00,5437.00,30.00,60.00,65,60,2026-07-07 11:59
a14,0,48,49,925.00,0.00,0.00,0.00,341.50,1316.50,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a15,1,22,25,1000.10,1000.10,38.00,5.00,209.40,1235.50,1209.50,0.00,0.00,5453.00,30.00,60.00,65,60,2026-07-07 11:59
a16,0,48,49,1004.90,0.00,0.00,0.00,235.80,1297.70,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a17,0,25,30,1041.50,0.00,0.00,0.00,347.40,1430.90,0.00,0.00,0.00,5264.00,30.00,60.00,65,60,2026-07-07 11:59
a18,1,28,28,1094.60,1094.60,5.00,5.00,231.90,1362.50,1326.50,0.00,0.00,5437.00,30.00,60.00,65,60,2026-07-07 11:59
a19,0,20,22,1138.20,0.00,0.00,0.00,193.60,1366.80,0.00,0.00,0.00,5103.00,30.00,60.00,65,60,2026-07-07 11:59
a20,1,16,18,1233.90,1233.90,38.00,32.00,100.40,1366.30,1334.30,0.00,0.00,977.00,10.00,20.00,65,60,2026-07-07 11:59
a21,1,25,30,1339.80,1339.80,26.00,5.00,392.80,1775.60,1732.60,0.00,0.00,5071.00,30.00,60.00,65,60,2026-07-07 11:59
a22,0,48,49,1496.90,0.00,0.00,0.00,161.10,1690.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a23,0,48,49,1590.70,0.00,0.00,0.00,226.90,1867.60,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a24,1,16,18,1622.20,1622.20,5.00,5.00,100.80,1795.00,1723.00,0.00,0.00,4946.00,30.00,60.00,65,60,2026-07-07 11:59
a25,1,16,18,1699.90,1732.70,38.00,5.00,194.30,1960.20,1927.00,32.80,0.00,1062.00,10.00,20.00,65,60,2026-07-07 11:59
a26,0,25,30,1716.80,0.00,0.00,0.00,102.70,1871.50,0.00,0.00,0.00,1159.00,10.00,20.00,65,60,2026-07-07 11:59
