Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a03,0,22,25,32.70,0.00,0.00,0.00,295.10,352.80,0.00,0.00,0.00,5314.00,30.00,60.00,65,60,2026-07-07 11:59
a04,0,16,18,201.10,0.00,0.00,0.00,196.20,450.30,0.00,0.00,0.00,990.00,10.00,20.00,65,60,2026-07-07 11:59
a05,1,28,28,221.30,221.30,25.00,5.00,335.30,598.60,556.60,0.00,0.00,5378.00,30.00,60.00,65,60,2026-07-07 11:59
a06,0,25,30,263.50,0.00,0.00,0.00,298.30,586.80,0.00,0.00,0.00,5095.00,30.00,60.00,65,60,2026-07-07 11:59
a07,0,18,20,286.60,0.00,0.00,0.00,259.70,570.30,0.00,0.00,0.00,5333.00,30.00,60.00,65,60,2026-07-07 11:59
a08,1,15,17,296.60,296.60,5.00,5.00,272.50,604.10,569.10,0.00,0.00,5160.00,30.00,60.00,65,60,2026-07-07 11:59
a09,0,25,30,387.40,0.00,0.00,0.00,327.10,765.50,0.00,0.00,0.00,1125.00,10.00,20.00,65,60,2026-07-07 11:59
a10,0,25,30,421.20,0.00,0.00,0.00,215.50,707.70,0.00,0.00,0.00,1182.00,10.00,20.00,65,60,2026-07-07 11:59
a11,1,22,25,606.00,606.00,5.00,5.00,244.40,882.40,850.40,0.00,0.00,5087.00,30.00,60.00,65,60,2026-07-07 11:59
a12,1,15,17,651.40,651.40,32.00,5.00,129.20,829.60,780.60,0.00,0.00,998.00,10.00,20.00,65,60,2026-07-07 11:59
a13,0,20,22,834.60,0.00,0.00,0.00,383.00,1255.60,0.00,0.00,0.00,932.00,10.00,20.00,65,60,2026-07-07 11:59
a14,0,18,20,1034.60,0.00,0.00,0.00,363.90,1468.50,0.00,0.00,0.00,1040.00,10.00,20.00,65,60,2026-07-07 11:59
a15,0,15,17,1070.80,0.00,0.00,0.00,373.40,1483.20,0.00,0.00,0.00,986.00,10.00,20.00,65,60,2026-07-07 11:59
a16,0,15,17,1080.70,0.00,0.00,0.00,319.90,1437.60,0.00,0.00,0.00,1036.00,10.00,20.00,65,60,2026-07-07 11:59
a17,0,48,49,1142.60,0.00,0.00,0.00,277.10,1482.70,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a18,1,48,49,1148.70,1148.70,5.00,5.00,130.80,1336.50,1279.50,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a19,1,20,22,1430.30,1430.30,38.00,5.00,316.30,1798.60,1746.60,0.00,0.00,5285.00,30.00,60.00,65,60,2026-07-07 11:59
a20,1,28,28,1551.80,1551.80,5.00,5.00,135.30,1731.10,1687.10,0.00,0.00,5338.00,30.00,60.00,65,60,2026-07-07 11:59
a21,0,16,18,1563.10,0.00,0.00,0.00,226.90,1837.00,0.00,0.00,0.00,1119.00,10.00,20.00,65,60,2026-07-07 11:59
a22,1,28,28,1673.90,1687.20,5.00,5.00,207.90,1943.80,1895.10,13.30,0.00,5421.00,30.00,60.00,65,60,2026-07-07 11:59
a23,0,22,25,1684.50,0.00,0.00,0.00,300.40,2055.90,0.00,0.00,0.00,4956.00,30.00,60.00,65,60,2026-07-07 11:59
a24,0,15,17,1777.40,0.00,0.00,0.00,199.40,2043.80,0.00,0.00,0.00,732.00,10.00,20.00,65,60,2026-07-07 11:59
a25,1,22,25,1829.70,1829.70,38.00,5.00,381.70,2250.40,2211.40,0.00,0.00,5439.00,30.00,60.00,65,60,2026-07-07 11:59
a26,1,22,25,1922.20,1922.20,5.00,5.00,212.10,2199.30,2134.30,0.00,0.00,4969.00,30.00,60.00,65,60,2026-07-07 11:59
a27,1,15,17,1941.30,1941.30,5.00,35.00,141.40,2147.70,2082.70,0.00,0.00,790.00,10.00,20.00,65,60,2026-07-07 11:59
