Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,264.60,0.00,64.60,1000.00,0.00,20.00,65,60,2026-07-07 12:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 12:00
a03,0,15,17,2.80,0.00,0.00,0.00,368.70,406.50,0.00,0.00,0.00,1191.00,10.00,20.00,65,60,2026-07-07 12:00
a04,1,18,20,59.50,59.50,5.00,32.00,205.00,289.50,264.50,0.00,0.00,4745.00,30.00,60.00,65,60,2026-07-07 12:00
a05,0,25,30,99.70,0.00,0.00,0.00,363.90,530.60,0.00,0.00,0.00,1091.00,10.00,20.00,65,60,2026-07-07 12:00
a06,1,18,20,117.80,160.10,30.00,5.00,326.50,511.30,486.60,42.30,0.00,5481.00,30.00,60.00,65,60,2026-07-07 12:00
a07,0,48,49,233.10,0.00,0.00,0.00,282.10,552.20,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 12:00
a08,1,16,18,392.30,392.30,5.00,5.00,153.50,580.80,545.80,0.00,0.00,1138.00,10.00,20.00,65,60,2026-07-07 12:00
a09,0,20,22,496.60,0.00,0.00,0.00,179.70,734.30,0.00,0.00,0.00,937.00,10.00,20.00,65,60,2026-07-07 12:00
a10,1,15,17,496.90,545.90,32.00,30.00,156.70,707.60,702.60,49.00,0.00,1085.00,10.00,20.00,65,60,2026-07-07 12:00
a11,1,18,20,542.10,542.10,32.00,5.00,132.20,728.30,702.70,0.00,0.00,1198.00,10.00,20.00,65,60,2026-07-07 12:00
a12,0,22,25,554.40,0.00,0.00,0.00,329.70,923.10,0.00,0.00,0.00,986.00,10.00,20.00,65,60,2026-07-07 12:00
a13,1,22,25,563.70,563.70,5.00,5.00,121.40,730.10,685.10,0.00,0.00,5433.00,30.00,60.00,65,60,2026-07-07 12:00
a14,1,22,25,716.00,716.00,30.00,5.00,239.20,997.20,955.20,0.00,0.00,5146.00,30.00,60.00,65,60,2026-07-07 12:00
a15,1,20,22,765.30,765.30,5.00,5.00,159.10,974.40,924.40,0.00,0.00,4840.00,30.00,60.00,65,60,2026-07-07 12:00
a16,0,20,22,786.30,0.00,0.00,0.00,358.10,1184.40,0.00,0.00,0.00,1023.00,10.00,20.00,65,60,2026-07-07 12:00
a17,0,28,28,860.70,0.00,0.00,0.00,221.50,1136.20,0.00,0.00,0.00,1136.00,10.00,20.00,65,60,2026-07-07 12:00
a18,0,15,17,876.20,0.00,0.00,0.00,158.80,1084.00,0.00,0.00,0.00,721.00,10.00,20.00,65,60,2026-07-07 12:00
a19,1,15,17,1053.20,1053.20,5.00,5.00,154.50,1252.70,1207.70,0.00,0.00,1137.00,10.00,20.00,65,60,2026-07-07 12:00
a20,1,25,30,1068.20,1068.20,30.00,5.00,259.60,1377.80,1327.80,0.00,0.00,1179.00,10.00,20.00,65,60,2026-07-07 12:00
a21,1,20,22,1246.50,1246.50,5.00,5.00,119.20,1389.70,1365.70,0.00,0.00,5423.00,30.00,60.00,65,60,2026-07-07 12:00
a22,1,15,17,1344.50,1344.50,30.00,5.00,127.40,1536.90,1471.90,0.00,0.00,808.00,10.00,20.00,65,60,2026-07-07 12:00
a23,0,16,18,1344.70,0.00,0.00,0.00,235.00,1620.70,0.00,0.00,0.00,928.00,10.00,20.00,65,60,2026-07-07 12:00
a24,0,18,20,1461.40,0.00,0.00,0.00,126.00,1630.40,0.00,0.00,0.00,985.00,10.00,20.00,65,60,2026-07-07 12:00
a25,1,18,20,1497.20,1497.20,35.00,5.00,121.40,1647.60,1658.90,0.00,11.30,1033.00,10.00,20.00,65,60,2026-07-07 12:00
a26,0,25,30,1513.70,0.00,0.00,0.00,195.20,1752.90,0.00,0.00,0.00,1095.00,10.00,20.00,65,60,2026-07-07 12:00
a27,1,25,30,1528.90,1528.90,5.00,5.00,106.60,1706.50,1635.50,0.00,0.00,5094.00,30.00,60.00,65,60,2026-07-07 12:00
a28,1,15,17,1532.80,1532.80,35.00,30.00,126.00,1701.80,1658.80,0.00,0.00,903.00,10.00,20.00,65,60,2026-07-07 12:00
a29,0,22,25,1603.60,0.00,0.00,0.00,308.50,1974.10,0.00,0.00,0.00,1007.00,10.00,20.00,65,60,2026-07-07 12:00
a30,0,18,20,1622.80,0.00,0.00,0.00,373.50,2045.30,0.00,0.00,0.00,1002.00,10.00,20.00,65,60,2026-07-07 12:00
a31,1,28,28,1670.40,1670.40,5.00,5.00,290.00,2019.40,1960.40,0.00,0.00,5383.00,30.00,60.00,65,60,2026-07-07 12:00
a32,0,18,20,1680.50,0.00,0.00,0.00,242.40,1980.90,0.00,0.00,0.00,977.00,10.00,20.00,65,60,2026-07-07 12:00
a33,0,15,17,1685.20,0.00,0.00,0.00,354.80,2080.00,0.00,0.00,0.00,921.00,10.00,20.00,65,60,2026-07-07 12:00
a34,1,20,22,1794.20,1794.20,38.00,5.00,160.60,2010.80,1954.80,0.00,0.00,1096.00,10.00,20.00,65,60,2026-07-07 12:00
a35,0,20,22,1853.50,0.00,0.00,0.00,355.70,2244.20,0.00,0.00,0.00,4743.00,30.00,60.00,65,60,2026-07-07 12:00
a36,1,22,25,1968.00,1968.00,5.00,5.00,105.90,2137.90,2073.90,0.00,0.00,5450.00,30.00,60.00,65,60,2026-07-07 12:00
a37,1,18,20,2023.60,2023.60,32.00,5.00,161.30,2210.90,2184.90,0.00,0.00,4906.00,30.00,60.00,65,60,2026-07-07 12:00
a38,0,48,49,2081.20,0.00,0.00,0.00,328.00,2440.20,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 12:00
a39,1,20,22,2136.90,2136.90,5.00,5.00,107.40,2277.30,2244.30,0.00,0.00,1168.00,10.00,20.00,65,60,2026-07-07 12:00
a40,1,28,28,2215.20,2215.20,30.00,5.00,368.50,2635.70,2583.70,0.00,0.00,5461.00,30.00,60.00,65,60,2026-07-07 12:00
a41,0,16,18,2235.80,0.00,0.00,0.00,262.10,2527.90,0.00,0.00,0.00,957.00,10.00,20.00,65,60,2026-07-07 12:00
a42,0,25,30,2259.20,0.00,0.00,0.00,361.50,2686.70,0.00,0.00,0.00,1063.00,10.00,20.00,65,60,2026-07-07 12:00
a43,1,18,20,2264.70,2264.70,5.00,5.00,167.90,2481.60,2432.60,0.00,0.00,4471.00,30.00,60.00,65,60,2026-07-07 12:00
a44,0,20,22,2392.80,0.00,0.00,0.00,325.90,2769.70,0.00,0.00,0.00,5213.00,30.00,60.00,65,60,2026-07-07 12:00
a45,0,16,18,2665.10,0.00,0.00,0.00,375.60,3085.70,0.00,0.00,0.00,866.00,10.00,20.00,65,60,2026-07-07 12:00
a46,0,25,30,2670.20,0.00,0.00,0.00,304.30,3000.50,0.00,0.00,0.00,1181.00,10.00,20.00,65,60,2026-07-07 12:00
a47,1,28,28,2748.90,2748.90,28.00,5.00,338.30,3135.20,3087.20,0.00,0.00,5311.00,30.00,60.00,65,60,2026-07-07 12:00
a48,0,20,22,2755.20,0.00,0.00,0.00,394.20,3193.40,0.00,0.00,0.00,1132.00,10.00,20.00,65,60,2026-07-07 12:00
a49,1,18,20,2765.40,2765.40,5.00,5.00,136.00,2971.40,2901.40,0.00,0.00,5246.00,30.00,60.00,65,60,2026-07-07 12:00
a50,1,18,20,2880.50,2901.50,5.00,5.00,195.30,3115.80,3096.80,21.00,0.00,1112.00,10.00,20.00,65,60,2026-07-07 12:00
a51,1,20,22,3088.30,3088.30,30.00,5.00,346.20,3476.50,3434.50,0.00,0.00,4863.00,30.00,60.00,65,60,2026-07-07 12:00
a52,0,22,25,3113.30,0.00,0.00,0.00,224.70,3393.00,0.00,0.00,0.00,1101.00,10.00,20.00,65,60,2026-07-07 12:00
a53,1,20,22,3148.90,3148.90,5.00,5.00,127.30,3309.20,3276.20,0.00,0.00,5375.00,30.00,60.00,65,60,2026-07-07 12:00
a54,1,15,17,3185.40,3185.40,30.00,32.00,126.80,3346.20,3312.20,0.00,0.00,822.00,10.00,20.00,65,60,2026-07-07 12:00
a55,0,20,22,3781.90,0.00,0.00,0.00,240.50,4062.40,0.00,0.00,0.00,1028.00,10.00,20.00,65,60,2026-07-07 12:00
a56,1,48,49,3827.80,3827.80,5.00,5.00,174.00,4025.80,4001.80,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 12:00
a57,0,18,20,3850.50,0.00,0.00,0.00,111.90,3993.40,0.00,0.00,0.00,1166.00,10.00,20.00,65,60,2026-07-07 12:00
a58,0,28,28,3910.40,0.00,0.00,0.00,350.30,4297.70,0.00,0.00,0.00,1166.00,10.00,20.00,65,60,2026-07-07 12:00
a59,0,48,49,3916.10,0.00,0.00,0.00,380.70,4366.80,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 12:00
a60,1,22,25,4002.40,4002.40,5.00,5.00,153.20,4183.60,4155.60,0.00,0.00,5054.00,30.00,60.00,65,60,2026-07-07 12:00
a61,1,25,30,4053.10,4053.10,32.00,5.00,308.90,4428.00,4362.00,0.00,0.00,5189.00,30.00,60.00,65,60,2026-07-07 12:00
a62,0,22,25,4144.10,0.00,0.00,0.00,328.70,4505.80,0.00,0.00,0.00,997.00,10.00,20.00,65,60,2026-07-07 12:00
a63,0,15,17,4215.90,0.00,0.00,0.00,350.10,4600.00,0.00,0.00,0.00,1121.00,10.00,20.00,65,60,2026-07-07 12:00
a64,0,20,22,4253.40,0.00,0.00,0.00,117.00,4428.40,0.00,0.00,0.00,968.00,10.00,20.00,65,60,2026-07-07 12:00
a65,1,16,18,4325.90,4325.90,5.00,5.00,327.30,4724.20,4653.20,0.00,0.00,4337.00,30.00,60.00,65,60,2026-07-07 12:00
a66,0,48,49,4470.60,0.00,0.00,0.00,322.80,4845.40,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 12:00
a67,0,48,49,4484.70,0.00,0.00,0.00,358.10,4869.80,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 12:00
a68,1,20,22,4583.70,4583.70,35.00,5.00,343.10,4959.80,4926.80,0.00,0.00,5076.00,30.00,60.00,65,60,2026-07-07 12:00
a69,1,25,30,4691.60,4691.60,5.00,5.00,279.90,4995.50,4971.50,0.00,0.00,5128.00,30.00,60.00,65,60,2026-07-07 12:00
a70,1,48,49,4906.60,4971.60,5.00,5.00,116.50,5053.10,5088.10,65.00,35.00,5500.00,30.00,60.00,65,60,2026-07-07 12:00
