Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:58
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:58
a03,0,48,49,145.00,0.00,0.00,0.00,365.20,568.20,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:58
a04,1,22,25,297.70,297.70,5.00,5.00,384.20,737.90,681.90,0.00,0.00,5049.00,30.00,60.00,65,60,2026-07-07 11:58
a05,0,20,22,552.10,0.00,0.00,0.00,242.00,823.10,0.00,0.00,0.00,1175.00,10.00,20.00,65,60,2026-07-07 11:58
a06,1,15,17,595.40,595.40,32.00,5.00,291.80,918.20,890.80,0.00,0.00,1189.00,10.00,20.00,65,60,2026-07-07 11:58
a07,0,48,49,692.70,0.00,0.00,0.00,296.30,1061.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:58
a08,1,18,20,750.20,750.20,26.00,27.00,140.50,948.70,890.70,0.00,0.00,1107.00,10.00,20.00,65,60,2026-07-07 11:58
a09,0,48,49,773.60,0.00,0.00,0.00,309.20,1118.80,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:58
a10,0,20,22,796.30,0.00,0.00,0.00,323.20,1182.50,0.00,0.00,0.00,931.00,10.00,20.00,65,60,2026-07-07 11:58
a11,1,16,18,841.30,841.30,5.00,5.00,234.20,1136.50,1075.50,0.00,0.00,4790.00,30.00,60.00,65,60,2026-07-07 11:58
a12,1,22,25,892.00,892.00,26.00,5.00,262.10,1180.10,1154.10,0.00,0.00,1017.00,10.00,20.00,65,60,2026-07-07 11:58
a13,0,15,17,1113.90,0.00,0.00,0.00,243.50,1403.40,0.00,0.00,0.00,881.00,10.00,20.00,65,60,2026-07-07 11:58
a14,0,15,17,1118.10,0.00,0.00,0.00,191.90,1361.00,0.00,0.00,0.00,1170.00,10.00,20.00,65,60,2026-07-07 11:58
a15,0,25,30,1134.10,0.00,0.00,0.00,175.90,1375.00,0.00,0.00,0.00,1108.00,10.00,20.00,65,60,2026-07-07 11:58
a16,1,15,17,1143.60,1143.60,5.00,5.00,107.40,1315.00,1251.00,0.00,0.00,1181.00,10.00,20.00,65,60,2026-07-07 11:58
a17,1,20,22,1190.00,1190.00,25.00,5.00,365.20,1590.20,1555.20,0.00,0.00,5456.00,30.00,60.00,65,60,2026-07-07 11:58
