Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,227.80,0.00,27.80,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a03,0,25,30,41.40,0.00,0.00,0.00,157.70,263.10,0.00,0.00,0.00,5397.00,30.00,60.00,65,60,2026-07-07 11:59
a04,1,15,17,89.00,89.00,5.00,32.00,138.70,252.70,227.70,0.00,0.00,832.00,10.00,20.00,65,60,2026-07-07 11:59
a05,1,18,20,94.20,160.10,30.00,5.00,357.90,514.10,518.00,65.90,3.90,1193.00,10.00,20.00,65,60,2026-07-07 11:59
a06,1,20,22,245.40,245.40,5.00,5.00,173.20,471.60,418.60,0.00,0.00,5334.00,30.00,60.00,65,60,2026-07-07 11:59
a07,1,15,17,434.90,434.90,5.00,5.00,151.70,622.60,586.60,0.00,0.00,1110.00,10.00,20.00,65,60,2026-07-07 11:59
a08,0,18,20,460.00,0.00,0.00,0.00,257.20,744.20,0.00,0.00,0.00,917.00,10.00,20.00,65,60,2026-07-07 11:59
a09,1,48,49,606.50,606.50,5.00,5.00,198.50,869.00,805.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a10,1,20,22,827.40,827.40,5.00,5.00,365.90,1262.30,1193.30,0.00,0.00,1045.00,10.00,20.00,65,60,2026-07-07 11:59
a11,1,15,17,868.70,868.70,32.00,5.00,286.80,1209.50,1155.50,0.00,0.00,1010.00,10.00,20.00,65,60,2026-07-07 11:59
a12,1,15,17,900.80,900.80,5.00,32.00,242.30,1182.10,1143.10,0.00,0.00,965.00,10.00,20.00,65,60,2026-07-07 11:59
a13,0,15,17,909.30,0.00,0.00,0.00,364.40,1345.70,0.00,0.00,0.00,930.00,10.00,20.00,65,60,2026-07-07 11:59
a14,1,28,28,918.40,918.40,32.00,27.00,210.50,1197.90,1128.90,0.00,0.00,1193.00,10.00,20.00,65,60,2026-07-07 11:59
a15,0,15,17,921.00,0.00,0.00,0.00,393.80,1378.80,0.00,0.00,0.00,1114.00,10.00,20.00,65,60,2026-07-07 11:59
a16,0,16,18,974.70,0.00,0.00,0.00,304.60,1308.30,0.00,0.00,0.00,1018.00,10.00,20.00,65,60,2026-07-07 11:59
a17,0,22,25,1036.00,0.00,0.00,0.00,363.60,1453.60,0.00,0.00,0.00,1137.00,10.00,20.00,65,60,2026-07-07 11:59
a18,0,22,25,1055.70,0.00,0.00,0.00,106.80,1206.50,0.00,0.00,0.00,1023.00,10.00,20.00,65,60,2026-07-07 11:59
a19,0,20,22,1103.60,0.00,0.00,0.00,319.20,1449.80,0.00,0.00,0.00,1199.00,10.00,20.00,65,60,2026-07-07 11:59
a20,0,20,22,1132.30,0.00,0.00,0.00,334.20,1532.50,0.00,0.00,0.00,1123.00,10.00,20.00,65,60,2026-07-07 11:59
a21,1,16,18,1256.00,1256.00,5.00,5.00,277.10,1589.10,1533.10,0.00,0.00,5258.00,30.00,60.00,65,60,2026-07-07 11:59
a22,1,25,30,1278.20,1278.20,26.00,5.00,193.50,1512.70,1471.70,0.00,0.00,5116.00,30.00,60.00,65,60,2026-07-07 11:59
a23,0,25,30,1311.20,0.00,0.00,0.00,145.40,1499.60,0.00,0.00,0.00,1161.00,10.00,20.00,65,60,2026-07-07 11:59
a24,0,16,18,1411.50,0.00,0.00,0.00,218.10,1683.60,0.00,0.00,0.00,797.00,10.00,20.00,65,60,2026-07-07 11:59
a25,1,48,49,1517.10,1533.20,5.00,5.00,286.80,1851.90,1820.00,16.10,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a26,0,16,18,1547.40,0.00,0.00,0.00,388.40,2000.80,0.00,0.00,0.00,1187.00,10.00,20.00,65,60,2026-07-07 11:59
a27,1,20,22,1758.50,1820.20,26.00,5.00,236.30,2044.80,2056.50,61.70,11.70,971.00,10.00,20.00,65,60,2026-07-07 11:59
a28,1,16,18,1808.50,1820.10,5.00,5.00,100.70,1969.20,1920.80,11.60,0.00,795.00,10.00,20.00,65,60,2026-07-07 11:59
a29,0,22,25,2110.70,0.00,0.00,0.00,193.20,2356.90,0.00,0.00,0.00,1100.00,10.00,20.00,65,60,2026-07-07 11:59
a30,1,18,20,2115.80,2115.80,5.00,5.00,213.90,2357.70,2329.70,0.00,0.00,4645.00,30.00,60.00,65,60,2026-07-07 11:59
a31,0,25,30,2143.40,0.00,0.00,0.00,257.80,2471.20,0.00,0.00,0.00,5453.00,30.00,60.00,65,60,2026-07-07 11:59
a32,1,25,30,2221.70,2221.70,28.00,5.00,173.20,2437.90,2394.90,0.00,0.00,5140.00,30.00,60.00,65,60,2026-07-07 11:59
a33,1,16,18,2331.40,2331.40,5.00,5.00,274.30,2635.70,2605.70,0.00,0.00,4545.00,30.00,60.00,65,60,2026-07-07 11:59
a34,1,18,20,2395.30,2395.30,26.00,5.00,291.00,2711.30,2686.30,0.00,0.00,4504.00,30.00,60.00,65,60,2026-07-07 11:59
a35,1,15,17,2419.00,2419.00,5.00,28.00,145.20,2601.20,2564.20,0.00,0.00,817.00,10.00,20.00,65,60,2026-07-07 11:59
a36,0,48,49,2478.20,0.00,0.00,0.00,352.70,2866.90,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a37,0,22,25,2563.00,0.00,0.00,0.00,287.00,2901.00,0.00,0.00,0.00,1023.00,10.00,20.00,65,60,2026-07-07 11:59
a38,1,28,28,2725.10,2725.10,30.00,5.00,188.50,2974.60,2913.60,0.00,0.00,5341.00,30.00,60.00,65,60,2026-07-07 11:59
a39,1,20,22,2766.80,2766.80,5.00,5.00,145.30,2939.10,2912.10,0.00,0.00,5373.00,30.00,60.00,65,60,2026-07-07 11:59
a40,0,48,49,2805.90,0.00,0.00,0.00,292.50,3136.40,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a41,0,22,25,2861.70,0.00,0.00,0.00,260.10,3185.80,0.00,0.00,0.00,5071.00,30.00,60.00,65,60,2026-07-07 11:59
a42,1,48,49,3041.50,3041.50,5.00,5.00,146.20,3230.70,3187.70,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a43,0,18,20,3045.60,0.00,0.00,0.00,364.60,3441.20,0.00,0.00,0.00,1161.00,10.00,20.00,65,60,2026-07-07 11:59
a44,0,25,30,3100.10,0.00,0.00,0.00,286.10,3448.20,0.00,0.00,0.00,1152.00,10.00,20.00,65,60,2026-07-07 11:59
a45,0,15,17,3158.30,0.00,0.00,0.00,318.60,3525.90,0.00,0.00,0.00,1116.00,10.00,20.00,65,60,2026-07-07 11:59
a46,0,25,30,3199.10,0.00,0.00,0.00,181.80,3440.90,0.00,0.00,0.00,5449.00,30.00,60.00,65,60,2026-07-07 11:59
a47,1,20,22,3200.40,3200.40,38.00,5.00,367.80,3607.20,3568.20,0.00,0.00,4967.00,30.00,60.00,65,60,2026-07-07 11:59
a48,1,16,18,3205.40,3205.40,38.00,32.00,353.80,3595.20,3559.20,0.00,0.00,1030.00,10.00,20.00,65,60,2026-07-07 11:59
a49,1,28,28,3264.30,3264.30,5.00,5.00,130.90,3442.20,3395.20,0.00,0.00,5472.00,30.00,60.00,65,60,2026-07-07 11:59
a50,0,22,25,3290.00,0.00,0.00,0.00,297.60,3652.60,0.00,0.00,0.00,1081.00,10.00,20.00,65,60,2026-07-07 11:59
a51,0,15,17,3294.70,0.00,0.00,0.00,143.80,3502.50,0.00,0.00,0.00,715.00,10.00,20.00,65,60,2026-07-07 11:59
a52,0,28,28,3377.30,0.00,0.00,0.00,243.90,3672.20,0.00,0.00,0.00,5371.00,30.00,60.00,65,60,2026-07-07 11:59
a53,1,25,30,3618.30,3618.30,28.00,5.00,207.80,3851.10,3826.10,0.00,0.00,5153.00,30.00,60.00,65,60,2026-07-07 11:59
a54,1,18,20,3779.70,3779.70,5.00,5.00,167.10,4009.80,3946.80,0.00,0.00,5054.00,30.00,60.00,65,60,2026-07-07 11:59
a55,0,25,30,3913.80,0.00,0.00,0.00,320.80,4295.60,0.00,0.00,0.00,1119.00,10.00,20.00,65,60,2026-07-07 11:59
a56,0,16,18,3987.60,0.00,0.00,0.00,385.20,4405.80,0.00,0.00,0.00,904.00,10.00,20.00,65,60,2026-07-07 11:59
a57,1,25,30,4002.70,4002.70,28.00,5.00,313.20,4345.90,4315.90,0.00,0.00,5109.00,30.00,60.00,65,60,2026-07-07 11:59
a58,1,18,20,4167.40,4167.40,5.00,5.00,222.70,4442.10,4390.10,0.00,0.00,4936.00,30.00,60.00,65,60,2026-07-07 11:59
a59,1,22,25,4380.70,4380.70,30.00,5.00,311.70,4733.40,4692.40,0.00,0.00,5232.00,30.00,60.00,65,60,2026-07-07 11:59
a60,1,15,17,4410.10,4410.10,30.00,35.00,215.80,4649.90,4625.90,0.00,0.00,1010.00,10.00,20.00,65,60,2026-07-07 11:59
a61,1,20,22,4590.60,4590.60,5.00,5.00,328.10,4955.70,4918.70,0.00,0.00,5377.00,30.00,60.00,65,60,2026-07-07 11:59
a62,1,25,30,4660.60,4692.50,30.00,5.00,307.20,5035.80,4999.70,31.90,0.00,5348.00,30.00,60.00,65,60,2026-07-07 11:59
