Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a03,0,48,49,61.30,0.00,0.00,0.00,275.10,375.40,0.00,0.00,0.00,1200.00,10.00,20.00,65,60,2026-07-07 11:59
a04,1,22,25,72.00,160.10,30.00,5.00,363.90,479.90,524.00,88.10,44.10,5293.00,30.00,60.00,65,60,2026-07-07 11:59
a05,1,18,20,200.10,200.10,30.00,35.00,170.20,414.30,370.30,0.00,0.00,1122.00,10.00,20.00,65,60,2026-07-07 11:59
a06,1,18,20,248.00,248.00,5.00,5.00,247.70,547.70,495.70,0.00,0.00,4506.00,30.00,60.00,65,60,2026-07-07 11:59
a07,0,22,25,322.60,0.00,0.00,0.00,393.20,785.80,0.00,0.00,0.00,1053.00,10.00,20.00,65,60,2026-07-07 11:59
a08,1,15,17,615.80,615.80,35.00,5.00,195.60,873.40,811.40,0.00,0.00,1060.00,10.00,20.00,65,60,2026-07-07 11:59
a09,0,48,49,629.40,0.00,0.00,0.00,249.70,928.10,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a10,0,22,25,729.70,0.00,0.00,0.00,318.90,1081.60,0.00,0.00,0.00,994.00,10.00,20.00,65,60,2026-07-07 11:59
a11,1,25,30,811.00,811.00,5.00,5.00,151.60,998.60,962.60,0.00,0.00,5278.00,30.00,60.00,65,60,2026-07-07 11:59
a12,0,18,20,925.60,0.00,0.00,0.00,159.30,1154.90,0.00,0.00,0.00,1174.00,10.00,20.00,65,60,2026-07-07 11:59
a13,1,48,49,943.50,962.70,5.00,5.00,256.90,1256.40,1219.60,19.20,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a14,0,15,17,1017.30,0.00,0.00,0.00,137.90,1212.20,0.00,0.00,0.00,1109.00,10.00,20.00,65,60,2026-07-07 11:59
a15,1,16,18,1263.40,1263.40,5.00,5.00,126.90,1460.30,1390.30,0.00,0.00,4879.00,30.00,60.00,65,60,2026-07-07 11:59
a16,1,25,30,1349.40,1349.40,26.00,5.00,215.90,1630.30,1565.30,0.00,0.00,5288.00,30.00,60.00,65,60,2026-07-07 11:59
a17,1,16,18,1357.80,1390.40,5.00,5.00,259.40,1669.20,1649.80,32.60,0.00,788.00,10.00,20.00,65,60,2026-07-07 11:59
a18,0,18,20,1435.90,0.00,0.00,0.00,134.60,1629.50,0.00,0.00,0.00,1196.00,10.00,20.00,65,60,2026-07-07 11:59
a19,0,18,20,1482.00,0.00,0.00,0.00,349.90,1861.90,0.00,0.00,0.00,1058.00,10.00,20.00,65,60,2026-07-07 11:59
a20,1,20,22,1528.90,1565.40,32.00,5.00,169.90,1750.80,1735.30,36.50,0.00,4739.00,30.00,60.00,65,60,2026-07-07 11:59
a21,1,22,25,1649.90,1649.90,5.00,5.00,142.10,1836.00,1792.00,0.00,0.00,5155.00,30.00,60.00,65,60,2026-07-07 11:59
a22,0,48,49,1808.00,0.00,0.00,0.00,363.00,2211.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a23,1,48,49,1848.20,1848.20,5.00,5.00,327.50,2240.70,2175.70,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a24,0,18,20,1896.50,0.00,0.00,0.00,357.00,2315.50,0.00,0.00,0.00,1156.00,10.00,20.00,65,60,2026-07-07 11:59
a25,0,25,30,2063.20,0.00,0.00,0.00,112.90,2235.10,0.00,0.00,0.00,5486.00,30.00,60.00,65,60,2026-07-07 11:59
a26,1,28,28,2165.00,2176.20,5.00,5.00,131.50,2345.50,2307.70,11.20,0.00,5309.00,30.00,60.00,65,60,2026-07-07 11:59
a27,0,18,20,2169.80,0.00,0.00,0.00,396.70,2638.50,0.00,0.00,0.00,854.00,10.00,20.00,65,60,2026-07-07 11:59
a28,0,25,30,2170.50,0.00,0.00,0.00,139.20,2335.70,0.00,0.00,0.00,1096.00,10.00,20.00,65,60,2026-07-07 11:59
a29,0,15,17,2198.20,0.00,0.00,0.00,396.60,2652.80,0.00,0.00,0.00,1116.00,10.00,20.00,65,60,2026-07-07 11:59
a30,1,22,25,2246.20,2246.20,38.00,5.00,272.00,2579.20,2518.20,0.00,0.00,5050.00,30.00,60.00,65,60,2026-07-07 11:59
a31,1,15,17,2363.70,2363.70,45.00,35.00,105.80,2526.50,2469.50,0.00,0.00,878.00,10.00,20.00,65,60,2026-07-07 11:59
a32,1,16,18,2376.90,2376.90,5.00,5.00,195.60,2616.50,2572.50,0.00,0.00,1160.00,10.00,20.00,65,60,2026-07-07 11:59
