Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:59
a03,0,16,18,277.50,0.00,0.00,0.00,280.20,610.70,0.00,0.00,0.00,782.00,10.00,20.00,65,60,2026-07-07 11:59
a04,1,16,18,281.90,281.90,5.00,5.00,192.70,504.60,474.60,0.00,0.00,4316.00,30.00,60.00,65,60,2026-07-07 11:59
a05,0,22,25,305.80,0.00,0.00,0.00,355.60,706.40,0.00,0.00,0.00,1084.00,10.00,20.00,65,60,2026-07-07 11:59
a06,1,28,28,309.80,309.80,26.00,5.00,386.80,758.60,696.60,0.00,0.00,5483.00,30.00,60.00,65,60,2026-07-07 11:59
a07,0,16,18,504.00,0.00,0.00,0.00,188.80,754.80,0.00,0.00,0.00,1155.00,10.00,20.00,65,60,2026-07-07 11:59
a08,1,16,18,570.00,570.00,5.00,5.00,106.50,744.50,676.50,0.00,0.00,4224.00,30.00,60.00,65,60,2026-07-07 11:59
a09,0,28,28,666.60,0.00,0.00,0.00,326.60,1065.20,0.00,0.00,0.00,5429.00,30.00,60.00,65,60,2026-07-07 11:59
a10,1,15,17,672.70,676.60,5.00,5.00,100.50,836.20,777.10,3.90,0.00,873.00,10.00,20.00,65,60,2026-07-07 11:59
a11,0,48,49,691.70,0.00,0.00,0.00,370.40,1123.10,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a12,0,16,18,742.50,0.00,0.00,0.00,378.40,1186.90,0.00,0.00,0.00,808.00,10.00,20.00,65,60,2026-07-07 11:59
a13,1,16,18,810.90,810.90,35.00,5.00,104.40,972.30,915.30,0.00,0.00,1148.00,10.00,20.00,65,60,2026-07-07 11:59
a14,1,25,30,878.00,878.00,5.00,5.00,194.80,1143.80,1072.80,0.00,0.00,5373.00,30.00,60.00,65,60,2026-07-07 11:59
a15,0,20,22,901.70,0.00,0.00,0.00,296.80,1240.50,0.00,0.00,0.00,1157.00,10.00,20.00,65,60,2026-07-07 11:59
a16,0,48,49,924.80,0.00,0.00,0.00,294.40,1251.20,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:59
a17,0,28,28,1074.90,0.00,0.00,0.00,353.80,1483.70,0.00,0.00,0.00,5301.00,30.00,60.00,65,60,2026-07-07 11:59
a18,1,18,20,1110.40,1110.40,5.00,5.00,382.90,1561.30,1493.30,0.00,0.00,5165.00,30.00,60.00,65,60,2026-07-07 11:59
a19,0,20,22,1122.90,0.00,0.00,0.00,174.90,1363.80,0.00,0.00,0.00,1105.00,10.00,20.00,65,60,2026-07-07 11:59
a20,1,25,30,1136.50,1136.50,28.00,5.00,333.50,1534.00,1470.00,0.00,0.00,5457.00,30.00,60.00,65,60,2026-07-07 11:59
a21,0,20,22,1167.00,0.00,0.00,0.00,323.80,1529.80,0.00,0.00,0.00,1168.00,10.00,20.00,65,60,2026-07-07 11:59
a22,0,25,30,1187.80,0.00,0.00,0.00,287.20,1513.00,0.00,0.00,0.00,1073.00,10.00,20.00,65,60,2026-07-07 11:59
a23,0,25,30,1189.50,0.00,0.00,0.00,397.20,1658.70,0.00,0.00,0.00,5253.00,30.00,60.00,65,60,2026-07-07 11:59
a24,0,16,18,1294.00,0.00,0.00,0.00,376.40,1694.40,0.00,0.00,0.00,1088.00,10.00,20.00,65,60,2026-07-07 11:59
a25,0,20,22,1364.60,0.00,0.00,0.00,161.60,1550.20,0.00,0.00,0.00,1200.00,10.00,20.00,65,60,2026-07-07 11:59
a26,0,20,22,1441.30,0.00,0.00,0.00,314.90,1816.20,0.00,0.00,0.00,1184.00,10.00,20.00,65,60,2026-07-07 11:59
