Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:58
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:58
a03,1,15,17,207.30,207.30,30.00,5.00,127.40,392.70,334.70,0.00,0.00,896.00,10.00,20.00,65,60,2026-07-07 11:58
a04,0,25,30,231.90,0.00,0.00,0.00,361.50,623.40,0.00,0.00,0.00,1145.00,10.00,20.00,65,60,2026-07-07 11:58
a05,0,18,20,233.10,0.00,0.00,0.00,216.90,479.00,0.00,0.00,0.00,1026.00,10.00,20.00,65,60,2026-07-07 11:58
a06,0,18,20,309.90,0.00,0.00,0.00,150.50,507.40,0.00,0.00,0.00,952.00,10.00,20.00,65,60,2026-07-07 11:58
a07,0,28,28,312.20,0.00,0.00,0.00,185.20,549.40,0.00,0.00,0.00,1143.00,10.00,20.00,65,60,2026-07-07 11:58
a08,1,48,49,369.60,369.60,5.00,5.00,116.40,551.00,486.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:58
a09,0,25,30,426.20,0.00,0.00,0.00,252.30,744.50,0.00,0.00,0.00,5226.00,30.00,60.00,65,60,2026-07-07 11:58
a10,1,28,28,428.40,486.10,5.00,5.00,195.60,694.00,681.70,57.70,0.00,5384.00,30.00,60.00,65,60,2026-07-07 11:58
a11,0,28,28,562.00,0.00,0.00,0.00,290.70,904.70,0.00,0.00,0.00,1161.00,10.00,20.00,65,60,2026-07-07 11:58
a12,1,20,22,697.70,697.70,5.00,5.00,280.60,1004.30,978.30,0.00,0.00,1022.00,10.00,20.00,65,60,2026-07-07 11:58
