Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,1,28,28,200.40,200.40,30.00,5.00,161.60,420.00,362.00,0.00,0.00,1198,10,20,65,60,2026-06-18 22:00
a04,1,20,22,285.80,285.80,5.00,5.00,300.00,634.80,585.80,0.00,0.00,1135,10,20,65,60,2026-06-18 22:00
a05,0,25,30,491.50,0.00,0.00,0.00,342.90,900.40,0.00,0.00,0.00,5149,30,60,65,60,2026-06-18 22:00
a06,1,28,28,505.60,505.60,30.00,5.00,262.80,800.40,768.40,0.00,0.00,5362,30,60,65,60,2026-06-18 22:00
a07,0,16,18,541.20,0.00,0.00,0.00,196.50,787.70,0.00,0.00,0.00,971,10,20,65,60,2026-06-18 22:00
a08,1,16,18,615.30,615.30,5.00,5.00,309.80,985.10,972.10,0.00,0.00,1070,10,20,65,60,2026-06-18 22:00
a09,1,15,17,722.70,722.70,5.00,28.00,249.30,1005.00,972.00,0.00,0.00,878,10,20,65,60,2026-06-18 22:00
a10,1,25,30,809.40,809.40,35.00,5.00,275.30,1127.70,1084.70,0.00,0.00,5330,30,60,65,60,2026-06-18 22:00
a11,0,48,49,836.90,0.00,0.00,0.00,299.00,1203.90,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a12,0,16,18,914.30,0.00,0.00,0.00,293.50,1251.80,0.00,0.00,0.00,1022,10,20,65,60,2026-06-18 22:00
a13,1,25,30,1013.10,1013.10,5.00,5.00,329.30,1414.40,1342.40,0.00,0.00,5434,30,60,65,60,2026-06-18 22:00
a14,0,16,18,1159.00,0.00,0.00,0.00,383.90,1610.90,0.00,0.00,0.00,952,10,20,65,60,2026-06-18 22:00
a15,0,18,20,1161.50,0.00,0.00,0.00,305.70,1526.20,0.00,0.00,0.00,1017,10,20,65,60,2026-06-18 22:00
a16,1,25,30,1164.20,1164.20,35.00,5.00,184.90,1409.10,1349.10,0.00,0.00,5378,30,60,65,60,2026-06-18 22:00
a17,0,25,30,1396.80,0.00,0.00,0.00,371.00,1832.80,0.00,0.00,0.00,1143,10,20,65,60,2026-06-18 22:00
a18,1,28,28,1573.30,1573.30,5.00,5.00,173.60,1774.90,1746.90,0.00,0.00,5324,30,60,65,60,2026-06-18 22:00
a19,1,20,22,1633.10,1633.10,38.00,5.00,271.40,1966.50,1904.50,0.00,0.00,1008,10,20,65,60,2026-06-18 22:00
a20,1,18,20,1797.50,1797.50,5.00,5.00,279.70,2141.20,2077.20,0.00,0.00,979,10,20,65,60,2026-06-18 22:00
a21,1,22,25,1878.30,1878.30,5.00,30.00,184.20,2129.50,2062.50,0.00,0.00,1057,10,20,65,60,2026-06-18 22:00
a22,1,15,17,1880.40,1904.60,32.00,5.00,331.80,2283.20,2236.40,24.20,0.00,1052,10,20,65,60,2026-06-18 22:00
