Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,264.60,0.00,64.60,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,0,15,17,2.80,0.00,0.00,0.00,368.70,406.50,0.00,0.00,0.00,1191,10,20,65,60,2026-06-18 22:00
a04,1,18,20,59.50,59.50,5.00,32.00,205.00,289.50,264.50,0.00,0.00,4745,30,60,65,60,2026-06-18 22:00
a05,0,25,30,99.70,0.00,0.00,0.00,363.90,530.60,0.00,0.00,0.00,1091,10,20,65,60,2026-06-18 22:00
a06,1,18,20,117.80,160.10,30.00,27.00,326.50,511.30,486.60,42.30,0.00,5481,30,60,65,60,2026-06-18 22:00
a07,0,48,49,233.10,0.00,0.00,0.00,282.10,552.20,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a08,1,16,18,392.30,392.30,5.00,5.00,153.50,580.80,545.80,0.00,0.00,1138,10,20,65,60,2026-06-18 22:00
a09,0,20,22,496.60,0.00,0.00,0.00,179.70,734.30,0.00,0.00,0.00,937,10,20,65,60,2026-06-18 22:00
a10,1,15,17,496.90,496.90,32.00,5.00,156.70,707.60,685.20,0.00,0.00,1085,10,20,65,60,2026-06-18 22:00
a11,1,18,20,542.10,545.90,32.00,27.00,132.20,728.30,678.10,3.80,0.00,1198,10,20,65,60,2026-06-18 22:00
a12,0,22,25,554.40,0.00,0.00,0.00,329.70,923.10,0.00,0.00,0.00,986,10,20,65,60,2026-06-18 22:00
a13,1,22,25,563.70,563.70,5.00,5.00,121.40,730.10,685.10,0.00,0.00,5433,30,60,65,60,2026-06-18 22:00
a14,1,22,25,716.00,716.00,30.00,5.00,239.20,997.20,955.20,0.00,0.00,5146,30,60,65,60,2026-06-18 22:00
a15,1,20,22,765.30,765.30,5.00,5.00,159.10,974.40,924.40,0.00,0.00,4840,30,60,65,60,2026-06-18 22:00
a16,0,20,22,786.30,0.00,0.00,0.00,358.10,1184.40,0.00,0.00,0.00,1023,10,20,65,60,2026-06-18 22:00
a17,0,28,28,860.70,0.00,0.00,0.00,221.50,1136.20,0.00,0.00,0.00,1136,10,20,65,60,2026-06-18 22:00
a18,0,15,17,876.20,0.00,0.00,0.00,158.80,1084.00,0.00,0.00,0.00,721,10,20,65,60,2026-06-18 22:00
a19,1,15,17,1053.20,1053.20,5.00,27.00,154.50,1252.70,1207.70,0.00,0.00,1137,10,20,65,60,2026-06-18 22:00
a20,1,25,30,1068.20,1068.20,30.00,5.00,259.60,1377.80,1327.80,0.00,0.00,1179,10,20,65,60,2026-06-18 22:00
a21,1,20,22,1246.50,1246.50,5.00,5.00,119.20,1389.70,1365.70,0.00,0.00,5423,30,60,65,60,2026-06-18 22:00
a22,1,15,17,1344.50,1344.50,32.00,5.00,127.40,1536.90,1471.90,0.00,0.00,808,10,20,65,60,2026-06-18 22:00
a23,0,16,18,1344.70,0.00,0.00,0.00,235.00,1620.70,0.00,0.00,0.00,928,10,20,65,60,2026-06-18 22:00
a24,0,18,20,1461.40,0.00,0.00,0.00,126.00,1630.40,0.00,0.00,0.00,985,10,20,65,60,2026-06-18 22:00
a25,1,18,20,1497.20,1497.20,5.00,5.00,121.40,1647.60,1618.60,0.00,0.00,1033,10,20,65,60,2026-06-18 22:00
a26,0,25,30,1513.70,0.00,0.00,0.00,195.20,1752.90,0.00,0.00,0.00,1095,10,20,65,60,2026-06-18 22:00
a27,1,25,30,1528.90,1528.90,28.00,5.00,106.60,1706.50,1635.50,0.00,0.00,5094,30,60,65,60,2026-06-18 22:00
a28,0,15,17,1532.80,0.00,0.00,0.00,126.00,1701.80,0.00,0.00,0.00,903,10,20,65,60,2026-06-18 22:00
a29,0,22,25,1603.60,0.00,0.00,0.00,308.50,1974.10,0.00,0.00,0.00,1007,10,20,65,60,2026-06-18 22:00
a30,0,18,20,1622.80,0.00,0.00,0.00,373.50,2045.30,0.00,0.00,0.00,1002,10,20,65,60,2026-06-18 22:00
a31,0,28,28,1670.40,0.00,0.00,0.00,290.00,2019.40,0.00,0.00,0.00,5383,30,60,65,60,2026-06-18 22:00
a32,1,18,20,1680.50,1680.50,5.00,5.00,242.40,1980.90,1954.90,0.00,0.00,977,10,20,65,60,2026-06-18 22:00
a33,0,15,17,1685.20,0.00,0.00,0.00,354.80,2080.00,0.00,0.00,0.00,921,10,20,65,60,2026-06-18 22:00
a34,1,20,22,1794.20,1794.20,5.00,30.00,160.60,2010.80,1954.80,0.00,0.00,1096,10,20,65,60,2026-06-18 22:00
a35,1,20,22,1853.50,1853.50,32.00,5.00,355.70,2244.20,2209.20,0.00,0.00,4743,30,60,65,60,2026-06-18 22:00
a36,1,22,25,1968.00,1968.00,5.00,5.00,105.90,2137.90,2073.90,0.00,0.00,5450,30,60,65,60,2026-06-18 22:00
a37,1,18,20,2023.60,2023.60,32.00,32.00,161.30,2210.90,2184.90,0.00,0.00,4906,30,60,65,60,2026-06-18 22:00
a38,0,48,49,2081.20,0.00,0.00,0.00,328.00,2440.20,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a39,1,20,22,2136.90,2136.90,5.00,5.00,107.40,2277.30,2244.30,0.00,0.00,1168,10,20,65,60,2026-06-18 22:00
a40,1,28,28,2215.20,2215.20,30.00,5.00,368.50,2635.70,2583.70,0.00,0.00,5461,30,60,65,60,2026-06-18 22:00
a41,0,16,18,2235.80,0.00,0.00,0.00,262.10,2527.90,0.00,0.00,0.00,957,10,20,65,60,2026-06-18 22:00
a42,0,25,30,2259.20,0.00,0.00,0.00,361.50,2686.70,0.00,0.00,0.00,1063,10,20,65,60,2026-06-18 22:00
a43,1,18,20,2264.70,2264.70,5.00,5.00,167.90,2481.60,2432.60,0.00,0.00,4471,30,60,65,60,2026-06-18 22:00
a44,1,20,22,2392.80,2432.70,5.00,5.00,325.90,2769.70,2758.60,39.90,0.00,5213,30,60,65,60,2026-06-18 22:00
a45,0,16,18,2665.10,0.00,0.00,0.00,375.60,3085.70,0.00,0.00,0.00,866,10,20,65,60,2026-06-18 22:00
