Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,228.70,0.00,28.70,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,165.50,0.00,15.50,1000,0,20,65,60,2026-06-18 22:00
a03,1,20,22,40.50,40.50,26.00,32.00,124.90,201.40,165.40,0.00,0.00,978,10,20,65,60,2026-06-18 22:00
a04,1,16,18,79.00,79.00,5.00,32.00,149.60,269.60,228.60,0.00,0.00,777,10,20,65,60,2026-06-18 22:00
a05,1,18,20,372.30,372.30,26.00,5.00,212.30,643.60,584.60,0.00,0.00,5036,30,60,65,60,2026-06-18 22:00
a06,0,15,17,409.90,0.00,0.00,0.00,288.80,742.70,0.00,0.00,0.00,960,10,20,65,60,2026-06-18 22:00
a07,1,16,18,420.70,420.70,5.00,5.00,379.40,847.10,855.00,0.00,7.90,892,10,20,65,60,2026-06-18 22:00
a08,0,48,49,431.40,0.00,0.00,0.00,357.60,844.00,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a09,0,25,30,548.90,0.00,0.00,0.00,300.50,909.40,0.00,0.00,0.00,1099,10,20,65,60,2026-06-18 22:00
a10,1,22,25,587.30,587.30,5.00,28.00,267.60,893.90,854.90,0.00,0.00,1109,10,20,65,60,2026-06-18 22:00
a11,0,20,22,613.00,0.00,0.00,0.00,358.80,1003.80,0.00,0.00,0.00,1198,10,20,65,60,2026-06-18 22:00
a12,1,16,18,660.20,660.20,32.00,5.00,353.10,1064.30,1074.10,0.00,9.80,5360,30,60,65,60,2026-06-18 22:00
a13,0,22,25,713.20,0.00,0.00,0.00,349.20,1117.40,0.00,0.00,0.00,1152,10,20,65,60,2026-06-18 22:00
a14,1,22,25,828.30,828.30,32.00,28.00,245.70,1098.00,1074.00,0.00,0.00,5134,30,60,65,60,2026-06-18 22:00
a15,1,18,20,902.90,902.90,5.00,5.00,375.80,1350.70,1347.60,0.00,0.00,5094,30,60,65,60,2026-06-18 22:00
a16,0,20,22,963.70,0.00,0.00,0.00,338.10,1339.80,0.00,0.00,0.00,1181,10,20,65,60,2026-06-18 22:00
a17,1,22,25,1064.00,1064.00,5.00,30.00,135.80,1244.80,1199.80,0.00,0.00,5057,30,60,65,60,2026-06-18 22:00
a18,0,22,25,1130.30,0.00,0.00,0.00,327.80,1483.10,0.00,0.00,0.00,1071,10,20,65,60,2026-06-18 22:00
a19,1,28,28,1172.90,1172.90,32.00,5.00,318.90,1516.80,1491.80,0.00,0.00,5458,30,60,65,60,2026-06-18 22:00
a20,1,18,20,1220.10,1220.10,5.00,30.00,127.40,1414.50,1347.50,0.00,0.00,1021,10,20,65,60,2026-06-18 22:00
a21,0,48,49,1229.20,0.00,0.00,0.00,117.00,1389.20,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a22,0,20,22,1246.60,0.00,0.00,0.00,259.50,1564.10,0.00,0.00,0.00,1040,10,20,65,60,2026-06-18 22:00
a23,1,18,20,1387.30,1387.30,5.00,5.00,230.30,1642.60,1617.60,0.00,0.00,1146,10,20,65,60,2026-06-18 22:00
a24,1,48,49,1637.60,1637.60,5.00,5.00,183.00,1860.60,1820.60,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a25,0,20,22,1653.20,0.00,0.00,0.00,268.30,1967.50,0.00,0.00,0.00,1038,10,20,65,60,2026-06-18 22:00
a26,0,48,49,1820.50,0.00,0.00,0.00,301.70,2175.20,0.00,0.00,0.00,1200,10,20,65,60,2026-06-18 22:00
a27,1,22,25,1858.60,1858.60,5.00,5.00,114.20,1997.80,1972.80,0.00,0.00,5348,30,60,65,60,2026-06-18 22:00
