Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,0,18,20,48.70,0.00,0.00,0.00,126.90,239.60,0.00,0.00,0.00,922,10,20,65,60,2026-06-18 22:00
a04,0,20,22,90.60,0.00,0.00,0.00,363.50,482.10,0.00,0.00,0.00,5003,30,60,65,60,2026-06-18 22:00
a05,0,15,17,323.70,0.00,0.00,0.00,308.80,701.50,0.00,0.00,0.00,755,10,20,65,60,2026-06-18 22:00
a06,0,22,25,365.60,0.00,0.00,0.00,169.00,592.60,0.00,0.00,0.00,1026,10,20,65,60,2026-06-18 22:00
a07,1,25,30,390.00,390.00,5.00,5.00,157.60,589.60,547.60,0.00,0.00,1061,10,20,65,60,2026-06-18 22:00
a08,0,25,30,426.70,0.00,0.00,0.00,271.00,744.70,0.00,0.00,0.00,5284,30,60,65,60,2026-06-18 22:00
a09,0,16,18,612.90,0.00,0.00,0.00,304.50,969.40,0.00,0.00,0.00,5331,30,60,65,60,2026-06-18 22:00
a10,0,16,18,633.00,0.00,0.00,0.00,179.10,876.10,0.00,0.00,0.00,920,10,20,65,60,2026-06-18 22:00
a11,0,18,20,638.80,0.00,0.00,0.00,340.50,1018.30,0.00,0.00,0.00,902,10,20,65,60,2026-06-18 22:00
a12,0,15,17,753.60,0.00,0.00,0.00,158.20,948.80,0.00,0.00,0.00,713,10,20,65,60,2026-06-18 22:00
a13,0,20,22,792.30,0.00,0.00,0.00,137.30,981.60,0.00,0.00,0.00,5364,30,60,65,60,2026-06-18 22:00
a14,0,28,28,817.40,0.00,0.00,0.00,392.10,1261.50,0.00,0.00,0.00,5316,30,60,65,60,2026-06-18 22:00
a15,0,20,22,868.60,0.00,0.00,0.00,245.30,1162.90,0.00,0.00,0.00,5485,30,60,65,60,2026-06-18 22:00
