Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,1,20,22,41.70,41.70,5.00,32.00,115.30,182.00,157.00,0.00,0.00,4954,30,60,65,60,2026-06-18 22:00
a04,0,28,28,60.80,0.00,0.00,0.00,392.70,496.50,0.00,0.00,0.00,1199,10,20,65,60,2026-06-18 22:00
a05,1,22,25,115.60,160.10,30.00,5.00,360.60,539.20,520.70,44.50,0.00,1071,10,20,65,60,2026-06-18 22:00
a06,1,16,18,305.90,305.90,5.00,5.00,388.40,755.30,732.00,0.00,0.00,5149,30,60,65,60,2026-06-18 22:00
a07,0,48,49,386.20,0.00,0.00,0.00,294.20,710.40,0.00,0.00,0.00,1200,10,20,65,60,2026-06-18 22:00
a08,1,15,17,409.10,409.10,5.00,28.00,322.80,759.90,731.90,0.00,0.00,4177,30,60,65,60,2026-06-18 22:00
a09,1,18,20,756.90,756.90,30.00,5.00,385.30,1209.20,1142.20,0.00,0.00,5292,30,60,65,60,2026-06-18 22:00
a10,1,18,20,829.10,829.10,5.00,5.00,381.20,1282.30,1210.90,0.00,0.00,5222,30,60,65,60,2026-06-18 22:00
a11,0,22,25,980.30,0.00,0.00,0.00,359.80,1373.10,0.00,0.00,0.00,4939,30,60,65,60,2026-06-18 22:00
a12,1,22,25,983.60,983.60,30.00,30.00,134.40,1157.00,1118.00,0.00,0.00,5435,30,60,65,60,2026-06-18 22:00
a13,1,20,22,1006.00,1006.00,5.00,30.00,204.80,1236.80,1210.80,0.00,0.00,5122,30,60,65,60,2026-06-18 22:00
a14,0,20,22,1091.20,0.00,0.00,0.00,276.50,1420.70,0.00,0.00,0.00,1015,10,20,65,60,2026-06-18 22:00
