Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,0,48,49,145.00,0.00,0.00,0.00,365.20,568.20,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a04,1,22,25,297.70,297.70,5.00,5.00,384.20,737.90,681.90,0.00,0.00,5049,30,60,65,60,2026-06-18 22:00
a05,0,20,22,552.10,0.00,0.00,0.00,242.00,823.10,0.00,0.00,0.00,1175,10,20,65,60,2026-06-18 22:00
a06,1,15,17,595.40,595.40,32.00,5.00,291.80,918.20,890.80,0.00,0.00,1189,10,20,65,60,2026-06-18 22:00
a07,0,48,49,692.70,0.00,0.00,0.00,296.30,1061.00,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a08,1,18,20,750.20,750.20,30.00,27.00,140.50,948.70,890.70,0.00,0.00,1107,10,20,65,60,2026-06-18 22:00
a09,0,48,49,773.60,0.00,0.00,0.00,309.20,1118.80,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a10,1,20,22,796.30,796.30,5.00,5.00,323.20,1182.50,1119.50,0.00,0.00,931,10,20,65,60,2026-06-18 22:00
a11,1,16,18,841.30,841.30,5.00,32.00,234.20,1136.50,1075.50,0.00,0.00,4790,30,60,65,60,2026-06-18 22:00
a12,1,22,25,892.00,892.00,30.00,5.00,262.10,1180.10,1154.10,0.00,0.00,1017,10,20,65,60,2026-06-18 22:00
a13,1,15,17,1113.90,1119.60,5.00,5.00,243.50,1403.40,1363.10,5.70,0.00,881,10,20,65,60,2026-06-18 22:00
a14,1,15,17,1118.10,1119.70,5.00,27.00,191.90,1361.00,1311.60,1.60,0.00,1170,10,20,65,60,2026-06-18 22:00
a15,0,25,30,1134.10,0.00,0.00,0.00,175.90,1375.00,0.00,0.00,0.00,1108,10,20,65,60,2026-06-18 22:00
a16,1,15,17,1143.60,1190.10,25.00,32.00,107.40,1315.00,1297.50,46.50,0.00,1181,10,20,65,60,2026-06-18 22:00
a17,1,20,22,1190.00,1190.00,25.00,5.00,365.20,1590.20,1555.20,0.00,0.00,5456,30,60,65,60,2026-06-18 22:00
