Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,0,25,30,136.80,0.00,0.00,0.00,107.10,290.90,0.00,0.00,0.00,1125.00,10.00,20.00,65,60,2026-07-07 11:57
a04,1,48,49,251.50,251.50,5.00,5.00,183.20,503.70,434.70,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a05,1,25,30,486.70,486.70,5.00,5.00,317.30,876.00,804.00,0.00,0.00,5156.00,30.00,60.00,65,60,2026-07-07 11:57
a06,1,16,18,524.60,524.60,35.00,5.00,309.10,877.70,833.70,0.00,0.00,939.00,10.00,20.00,65,60,2026-07-07 11:57
a07,1,16,18,989.70,989.70,38.00,5.00,253.60,1310.30,1243.30,0.00,0.00,812.00,10.00,20.00,65,60,2026-07-07 11:57
a08,1,28,28,1058.20,1058.20,5.00,5.00,201.60,1321.80,1259.80,0.00,0.00,5402.00,30.00,60.00,65,60,2026-07-07 11:57
a09,1,48,49,1205.00,1259.90,5.00,5.00,110.50,1341.50,1370.40,54.90,28.90,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a10,0,18,20,1218.10,0.00,0.00,0.00,292.80,1540.90,0.00,0.00,0.00,1100.00,10.00,20.00,65,60,2026-07-07 11:57
a11,1,15,17,1343.70,1370.60,38.00,5.00,105.20,1484.90,1475.80,26.90,0.00,1091.00,10.00,20.00,65,60,2026-07-07 11:57
a12,1,28,28,1475.70,1475.70,5.00,5.00,266.70,1801.40,1742.40,0.00,0.00,5303.00,30.00,60.00,65,60,2026-07-07 11:57
a13,1,15,17,1536.60,1536.60,38.00,5.00,208.10,1782.70,1744.70,0.00,0.00,1159.00,10.00,20.00,65,60,2026-07-07 11:57
a14,0,48,49,1755.00,0.00,0.00,0.00,321.90,2135.90,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a15,0,48,49,1792.40,0.00,0.00,0.00,322.50,2156.90,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a16,1,20,22,1825.10,1825.10,5.00,5.00,285.10,2172.20,2110.20,0.00,0.00,5045.00,30.00,60.00,65,60,2026-07-07 11:57
a17,1,18,20,1842.40,1842.40,30.00,5.00,270.10,2148.50,2112.50,0.00,0.00,976.00,10.00,20.00,65,60,2026-07-07 11:57
a18,0,22,25,1884.60,0.00,0.00,0.00,371.30,2323.90,0.00,0.00,0.00,1091.00,10.00,20.00,65,60,2026-07-07 11:57
a19,0,28,28,2155.60,0.00,0.00,0.00,335.30,2560.90,0.00,0.00,0.00,5331.00,30.00,60.00,65,60,2026-07-07 11:57
a20,1,15,17,2169.60,2169.60,38.00,5.00,297.70,2493.30,2467.30,0.00,0.00,987.00,10.00,20.00,65,60,2026-07-07 11:57
a21,1,28,28,2219.80,2219.80,5.00,5.00,305.60,2595.40,2525.40,0.00,0.00,5366.00,30.00,60.00,65,60,2026-07-07 11:57
a22,1,25,30,2536.80,2536.80,5.00,5.00,143.20,2748.00,2680.00,0.00,0.00,5157.00,30.00,60.00,65,60,2026-07-07 11:57
