Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,1,28,28,200.40,200.40,30.00,5.00,161.60,420.00,362.00,0.00,0.00,1198.00,10.00,20.00,65,60,2026-07-07 11:57
a04,0,20,22,249.20,0.00,0.00,0.00,300.00,598.20,0.00,0.00,0.00,1135.00,10.00,20.00,65,60,2026-07-07 11:57
a05,0,25,30,366.70,0.00,0.00,0.00,342.90,775.60,0.00,0.00,0.00,5149.00,30.00,60.00,65,60,2026-07-07 11:57
a06,1,28,28,374.80,374.80,5.00,5.00,262.80,669.60,637.60,0.00,0.00,5362.00,30.00,60.00,65,60,2026-07-07 11:57
a07,1,16,18,395.20,395.20,38.00,5.00,196.50,641.70,591.70,0.00,0.00,971.00,10.00,20.00,65,60,2026-07-07 11:57
a08,0,16,18,437.50,0.00,0.00,0.00,309.80,807.30,0.00,0.00,0.00,1070.00,10.00,20.00,65,60,2026-07-07 11:57
a09,0,15,17,498.80,0.00,0.00,0.00,249.30,781.10,0.00,0.00,0.00,878.00,10.00,20.00,65,60,2026-07-07 11:57
a10,0,25,30,548.40,0.00,0.00,0.00,275.30,866.70,0.00,0.00,0.00,5330.00,30.00,60.00,65,60,2026-07-07 11:57
a11,0,48,49,564.10,0.00,0.00,0.00,299.00,931.10,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a12,0,16,18,608.30,0.00,0.00,0.00,293.50,945.80,0.00,0.00,0.00,1022.00,10.00,20.00,65,60,2026-07-07 11:57
a13,1,25,30,664.80,664.80,35.00,5.00,329.30,1066.10,994.10,0.00,0.00,5434.00,30.00,60.00,65,60,2026-07-07 11:57
a14,0,16,18,748.20,0.00,0.00,0.00,383.90,1200.10,0.00,0.00,0.00,952.00,10.00,20.00,65,60,2026-07-07 11:57
a15,0,18,20,749.60,0.00,0.00,0.00,305.70,1114.30,0.00,0.00,0.00,1017.00,10.00,20.00,65,60,2026-07-07 11:57
a16,1,25,30,751.10,751.10,5.00,5.00,184.90,996.00,936.00,0.00,0.00,5378.00,30.00,60.00,65,60,2026-07-07 11:57
a17,0,25,30,884.10,0.00,0.00,0.00,371.00,1320.10,0.00,0.00,0.00,1143.00,10.00,20.00,65,60,2026-07-07 11:57
a18,1,28,28,984.90,994.20,5.00,5.00,173.60,1186.50,1167.80,9.30,0.00,5324.00,30.00,60.00,65,60,2026-07-07 11:57
a19,0,20,22,1019.10,0.00,0.00,0.00,271.40,1352.50,0.00,0.00,0.00,1008.00,10.00,20.00,65,60,2026-07-07 11:57
a20,1,18,20,1113.00,1168.00,38.00,27.00,279.70,1456.70,1447.70,55.00,0.00,979.00,10.00,20.00,65,60,2026-07-07 11:57
a21,1,22,25,1159.20,1167.90,5.00,5.00,184.20,1410.40,1352.10,8.70,0.00,1057.00,10.00,20.00,65,60,2026-07-07 11:57
a22,1,15,17,1160.40,1160.40,38.00,5.00,331.80,1563.20,1492.20,0.00,0.00,1052.00,10.00,20.00,65,60,2026-07-07 11:57
