Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,0,28,28,1.40,0.00,0.00,0.00,118.50,183.90,0.00,0.00,0.00,1147.00,10.00,20.00,65,60,2026-07-07 11:57
a04,0,18,20,61.50,0.00,0.00,0.00,395.20,501.70,0.00,0.00,0.00,865.00,10.00,20.00,65,60,2026-07-07 11:57
a05,1,16,18,106.80,160.10,30.00,5.00,184.90,349.70,345.00,53.30,0.00,5261.00,30.00,60.00,65,60,2026-07-07 11:57
a06,0,15,17,111.00,0.00,0.00,0.00,331.30,481.30,0.00,0.00,0.00,5487.00,30.00,60.00,65,60,2026-07-07 11:57
a07,0,15,17,173.10,0.00,0.00,0.00,229.90,434.00,0.00,0.00,0.00,951.00,10.00,20.00,65,60,2026-07-07 11:57
a08,0,48,49,223.00,0.00,0.00,0.00,251.20,538.20,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a09,0,15,17,225.20,0.00,0.00,0.00,336.70,589.90,0.00,0.00,0.00,1141.00,10.00,20.00,65,60,2026-07-07 11:57
a10,0,16,18,318.80,0.00,0.00,0.00,128.50,509.30,0.00,0.00,0.00,921.00,10.00,20.00,65,60,2026-07-07 11:57
a11,0,16,18,323.70,0.00,0.00,0.00,256.90,647.60,0.00,0.00,0.00,1000.00,10.00,20.00,65,60,2026-07-07 11:57
a12,1,28,28,348.00,348.00,28.00,5.00,306.30,701.30,654.30,0.00,0.00,5488.00,30.00,60.00,65,60,2026-07-07 11:57
a13,1,18,20,363.20,363.20,5.00,5.00,162.80,555.00,526.00,0.00,0.00,4673.00,30.00,60.00,65,60,2026-07-07 11:57
a14,0,48,49,414.30,0.00,0.00,0.00,116.10,597.40,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a15,0,15,17,425.70,0.00,0.00,0.00,247.70,699.40,0.00,0.00,0.00,1042.00,10.00,20.00,65,60,2026-07-07 11:57
a16,0,28,28,446.80,0.00,0.00,0.00,248.80,759.60,0.00,0.00,0.00,5321.00,30.00,60.00,65,60,2026-07-07 11:57
a17,0,25,30,468.20,0.00,0.00,0.00,177.20,694.40,0.00,0.00,0.00,5184.00,30.00,60.00,65,60,2026-07-07 11:57
a18,0,48,49,517.10,0.00,0.00,0.00,355.60,934.70,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a19,0,15,17,577.80,0.00,0.00,0.00,231.20,857.00,0.00,0.00,0.00,1144.00,10.00,20.00,65,60,2026-07-07 11:57
a20,0,22,25,713.50,0.00,0.00,0.00,342.60,1101.10,0.00,0.00,0.00,1086.00,10.00,20.00,65,60,2026-07-07 11:57
a21,1,20,22,717.60,717.60,5.00,5.00,248.60,1017.20,966.20,0.00,0.00,5251.00,30.00,60.00,65,60,2026-07-07 11:57
a22,1,20,22,721.40,721.40,30.00,5.00,234.80,1014.20,956.20,0.00,0.00,1158.00,10.00,20.00,65,60,2026-07-07 11:57
