Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,0,28,28,1.40,0.00,0.00,0.00,118.50,183.90,0.00,0.00,0.00,1147.00,10.00,20.00,65,60,2026-07-07 11:57
a04,0,18,20,101.50,0.00,0.00,0.00,395.20,541.70,0.00,0.00,0.00,865.00,10.00,20.00,65,60,2026-07-07 11:57
a05,1,16,18,177.10,177.10,30.00,5.00,184.90,420.00,362.00,0.00,0.00,5261.00,30.00,60.00,65,60,2026-07-07 11:57
a06,1,15,17,184.10,210.10,5.00,5.00,331.30,554.40,541.40,26.00,0.00,5487.00,30.00,60.00,65,60,2026-07-07 11:57
a07,1,15,17,287.50,287.50,5.00,27.00,229.90,548.40,517.40,0.00,0.00,951.00,10.00,20.00,65,60,2026-07-07 11:57
a08,0,48,49,370.80,0.00,0.00,0.00,251.20,686.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a09,0,15,17,374.40,0.00,0.00,0.00,336.70,739.10,0.00,0.00,0.00,1141.00,10.00,20.00,65,60,2026-07-07 11:57
a10,0,16,18,530.40,0.00,0.00,0.00,128.50,720.90,0.00,0.00,0.00,921.00,10.00,20.00,65,60,2026-07-07 11:57
a11,0,16,18,538.60,0.00,0.00,0.00,256.90,862.50,0.00,0.00,0.00,1000.00,10.00,20.00,65,60,2026-07-07 11:57
a12,1,28,28,579.00,579.00,28.00,5.00,306.30,932.30,885.30,0.00,0.00,5488.00,30.00,60.00,65,60,2026-07-07 11:57
a13,1,18,20,604.50,604.50,5.00,5.00,162.80,796.30,767.30,0.00,0.00,4673.00,30.00,60.00,65,60,2026-07-07 11:57
a14,0,48,49,689.50,0.00,0.00,0.00,116.10,872.60,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a15,0,15,17,708.60,0.00,0.00,0.00,247.70,982.30,0.00,0.00,0.00,1042.00,10.00,20.00,65,60,2026-07-07 11:57
a16,0,28,28,743.70,0.00,0.00,0.00,248.80,1056.50,0.00,0.00,0.00,5321.00,30.00,60.00,65,60,2026-07-07 11:57
a17,0,25,30,779.50,0.00,0.00,0.00,177.20,1005.70,0.00,0.00,0.00,5184.00,30.00,60.00,65,60,2026-07-07 11:57
a18,0,48,49,860.90,0.00,0.00,0.00,355.60,1278.50,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a19,1,15,17,962.00,962.00,5.00,5.00,231.20,1241.20,1193.20,0.00,0.00,1144.00,10.00,20.00,65,60,2026-07-07 11:57
a20,0,22,25,1188.20,0.00,0.00,0.00,342.60,1575.80,0.00,0.00,0.00,1086.00,10.00,20.00,65,60,2026-07-07 11:57
a21,1,20,22,1195.10,1195.10,5.00,5.00,248.60,1494.70,1443.70,0.00,0.00,5251.00,30.00,60.00,65,60,2026-07-07 11:57
a22,1,20,22,1201.40,1201.40,30.00,5.00,234.80,1494.20,1436.20,0.00,0.00,1158.00,10.00,20.00,65,60,2026-07-07 11:57
