Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,0,25,30,136.80,0.00,0.00,0.00,107.10,290.90,0.00,0.00,0.00,1125.00,10.00,20.00,65,60,2026-07-07 11:57
a04,1,48,49,171.20,210.10,5.00,5.00,183.20,423.40,393.30,38.90,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a05,0,25,30,241.80,0.00,0.00,0.00,317.30,631.10,0.00,0.00,0.00,5156.00,30.00,60.00,65,60,2026-07-07 11:57
a06,0,16,18,253.10,0.00,0.00,0.00,309.10,606.20,0.00,0.00,0.00,939.00,10.00,20.00,65,60,2026-07-07 11:57
a07,0,16,18,392.70,0.00,0.00,0.00,253.60,713.30,0.00,0.00,0.00,812.00,10.00,20.00,65,60,2026-07-07 11:57
a08,1,28,28,413.20,413.20,5.00,5.00,201.60,676.80,614.80,0.00,0.00,5402.00,30.00,60.00,65,60,2026-07-07 11:57
a09,0,48,49,457.30,0.00,0.00,0.00,110.50,593.80,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a10,0,18,20,461.20,0.00,0.00,0.00,292.80,784.00,0.00,0.00,0.00,1100.00,10.00,20.00,65,60,2026-07-07 11:57
a11,1,15,17,498.90,498.90,38.00,5.00,105.20,640.10,604.10,0.00,0.00,1091.00,10.00,20.00,65,60,2026-07-07 11:57
a12,0,28,28,538.50,0.00,0.00,0.00,266.70,864.20,0.00,0.00,0.00,5303.00,30.00,60.00,65,60,2026-07-07 11:57
a13,1,15,17,556.70,614.90,5.00,5.00,208.10,802.80,823.00,58.20,20.20,1159.00,10.00,20.00,65,60,2026-07-07 11:57
a14,0,48,49,622.30,0.00,0.00,0.00,321.90,1003.20,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a15,0,48,49,633.50,0.00,0.00,0.00,322.50,998.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a16,1,20,22,643.30,643.30,35.00,5.00,285.10,990.40,928.40,0.00,0.00,5045.00,30.00,60.00,65,60,2026-07-07 11:57
a17,1,18,20,648.50,648.50,35.00,32.00,270.10,954.60,918.60,0.00,0.00,976.00,10.00,20.00,65,60,2026-07-07 11:57
a18,0,22,25,661.10,0.00,0.00,0.00,371.30,1100.40,0.00,0.00,0.00,1091.00,10.00,20.00,65,60,2026-07-07 11:57
a19,0,28,28,742.40,0.00,0.00,0.00,335.30,1147.70,0.00,0.00,0.00,5331.00,30.00,60.00,65,60,2026-07-07 11:57
a20,0,15,17,746.60,0.00,0.00,0.00,297.70,1070.30,0.00,0.00,0.00,987.00,10.00,20.00,65,60,2026-07-07 11:57
a21,0,28,28,761.70,0.00,0.00,0.00,305.60,1137.30,0.00,0.00,0.00,5366.00,30.00,60.00,65,60,2026-07-07 11:57
a22,1,25,30,856.80,856.80,5.00,5.00,143.20,1068.00,1000.00,0.00,0.00,5157.00,30.00,60.00,65,60,2026-07-07 11:57
