Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,0,28,28,1.40,0.00,0.00,0.00,118.50,183.90,0.00,0.00,0.00,1147.00,10.00,20.00,65,60,2026-07-07 11:57
a04,0,18,20,141.60,0.00,0.00,0.00,395.20,581.80,0.00,0.00,0.00,865.00,10.00,20.00,65,60,2026-07-07 11:57
a05,1,16,18,247.30,247.30,5.00,5.00,184.90,490.20,432.20,0.00,0.00,5261.00,30.00,60.00,65,60,2026-07-07 11:57
a06,1,15,17,257.20,257.20,26.00,5.00,331.30,627.50,588.50,0.00,0.00,5487.00,30.00,60.00,65,60,2026-07-07 11:57
a07,1,15,17,402.00,432.30,5.00,5.00,229.90,662.90,662.20,30.30,0.00,951.00,10.00,20.00,65,60,2026-07-07 11:57
a08,0,48,49,518.50,0.00,0.00,0.00,251.20,833.70,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a09,0,15,17,523.60,0.00,0.00,0.00,336.70,888.30,0.00,0.00,0.00,1141.00,10.00,20.00,65,60,2026-07-07 11:57
a10,0,16,18,742.10,0.00,0.00,0.00,128.50,932.60,0.00,0.00,0.00,921.00,10.00,20.00,65,60,2026-07-07 11:57
a11,0,16,18,753.50,0.00,0.00,0.00,256.90,1077.40,0.00,0.00,0.00,1000.00,10.00,20.00,65,60,2026-07-07 11:57
a12,1,28,28,810.10,810.10,28.00,5.00,306.30,1163.40,1116.40,0.00,0.00,5488.00,30.00,60.00,65,60,2026-07-07 11:57
a13,1,18,20,845.70,845.70,5.00,5.00,162.80,1037.50,1008.50,0.00,0.00,4673.00,30.00,60.00,65,60,2026-07-07 11:57
a14,0,48,49,964.80,0.00,0.00,0.00,116.10,1147.90,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a15,0,15,17,991.40,0.00,0.00,0.00,247.70,1265.10,0.00,0.00,0.00,1042.00,10.00,20.00,65,60,2026-07-07 11:57
a16,0,28,28,1040.60,0.00,0.00,0.00,248.80,1353.40,0.00,0.00,0.00,5321.00,30.00,60.00,65,60,2026-07-07 11:57
a17,0,25,30,1090.70,0.00,0.00,0.00,177.20,1316.90,0.00,0.00,0.00,5184.00,30.00,60.00,65,60,2026-07-07 11:57
a18,1,48,49,1204.70,1204.70,5.00,5.00,355.60,1622.30,1560.30,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a19,0,15,17,1346.30,0.00,0.00,0.00,231.20,1625.50,0.00,0.00,0.00,1144.00,10.00,20.00,65,60,2026-07-07 11:57
a20,0,22,25,1662.90,0.00,0.00,0.00,342.60,2050.50,0.00,0.00,0.00,1086.00,10.00,20.00,65,60,2026-07-07 11:57
a21,1,20,22,1672.60,1672.60,5.00,5.00,248.60,1972.20,1921.20,0.00,0.00,5251.00,30.00,60.00,65,60,2026-07-07 11:57
a22,1,20,22,1681.40,1681.40,30.00,5.00,234.80,1974.20,1916.20,0.00,0.00,1158.00,10.00,20.00,65,60,2026-07-07 11:57
