Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,0,25,30,136.80,0.00,0.00,0.00,107.10,290.90,0.00,0.00,0.00,1125.00,10.00,20.00,65,60,2026-07-07 11:57
a04,1,48,49,217.10,217.10,5.00,5.00,183.20,469.30,400.30,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a05,1,25,30,381.70,400.40,5.00,5.00,317.30,771.00,717.70,18.70,0.00,5156.00,30.00,60.00,65,60,2026-07-07 11:57
a06,1,16,18,408.20,408.20,35.00,5.00,309.10,761.30,717.30,0.00,0.00,939.00,10.00,20.00,65,60,2026-07-07 11:57
a07,0,16,18,733.80,0.00,0.00,0.00,253.60,1054.40,0.00,0.00,0.00,812.00,10.00,20.00,65,60,2026-07-07 11:57
a08,1,28,28,781.80,781.80,5.00,5.00,201.60,1045.40,983.40,0.00,0.00,5402.00,30.00,60.00,65,60,2026-07-07 11:57
a09,0,48,49,884.50,0.00,0.00,0.00,110.50,1021.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a10,0,18,20,893.70,0.00,0.00,0.00,292.80,1216.50,0.00,0.00,0.00,1100.00,10.00,20.00,65,60,2026-07-07 11:57
a11,1,15,17,981.60,981.60,38.00,5.00,105.20,1122.80,1086.80,0.00,0.00,1091.00,10.00,20.00,65,60,2026-07-07 11:57
a12,1,28,28,1074.00,1086.90,30.00,5.00,266.70,1399.70,1353.60,12.90,0.00,5303.00,30.00,60.00,65,60,2026-07-07 11:57
a13,1,15,17,1116.60,1116.60,30.00,38.00,208.10,1362.70,1324.70,0.00,0.00,1159.00,10.00,20.00,65,60,2026-07-07 11:57
a14,0,48,49,1269.60,0.00,0.00,0.00,321.90,1650.50,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a15,0,48,49,1295.70,0.00,0.00,0.00,322.50,1660.20,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a16,1,20,22,1318.60,1318.60,5.00,5.00,285.10,1665.70,1603.70,0.00,0.00,5045.00,30.00,60.00,65,60,2026-07-07 11:57
a17,1,18,20,1330.70,1330.70,5.00,32.00,270.10,1636.80,1600.80,0.00,0.00,976.00,10.00,20.00,65,60,2026-07-07 11:57
a18,0,22,25,1360.20,0.00,0.00,0.00,371.30,1799.50,0.00,0.00,0.00,1091.00,10.00,20.00,65,60,2026-07-07 11:57
a19,0,28,28,1550.00,0.00,0.00,0.00,335.30,1955.30,0.00,0.00,0.00,5331.00,30.00,60.00,65,60,2026-07-07 11:57
a20,1,15,17,1559.80,1600.90,30.00,38.00,297.70,1883.50,1898.60,41.10,15.10,987.00,10.00,20.00,65,60,2026-07-07 11:57
a21,1,28,28,1594.90,1594.90,30.00,5.00,305.60,1970.50,1900.50,0.00,0.00,5366.00,30.00,60.00,65,60,2026-07-07 11:57
a22,1,25,30,1816.80,1900.60,5.00,5.00,143.20,2028.00,2043.80,83.80,15.80,5157.00,30.00,60.00,65,60,2026-07-07 11:57
