Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-07 11:57
a03,0,28,28,1.40,0.00,0.00,0.00,118.50,183.90,0.00,0.00,0.00,1147.00,10.00,20.00,65,60,2026-07-07 11:57
a04,0,18,20,81.50,0.00,0.00,0.00,395.20,521.70,0.00,0.00,0.00,865.00,10.00,20.00,65,60,2026-07-07 11:57
a05,1,16,18,141.90,160.10,30.00,5.00,184.90,384.80,345.00,18.20,0.00,5261.00,30.00,60.00,65,60,2026-07-07 11:57
a06,0,15,17,147.60,0.00,0.00,0.00,331.30,517.90,0.00,0.00,0.00,5487.00,30.00,60.00,65,60,2026-07-07 11:57
a07,1,15,17,230.30,230.30,5.00,5.00,229.90,491.20,460.20,0.00,0.00,951.00,10.00,20.00,65,60,2026-07-07 11:57
a08,0,48,49,296.90,0.00,0.00,0.00,251.20,612.10,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a09,0,15,17,299.80,0.00,0.00,0.00,336.70,664.50,0.00,0.00,0.00,1141.00,10.00,20.00,65,60,2026-07-07 11:57
a10,0,16,18,424.60,0.00,0.00,0.00,128.50,615.10,0.00,0.00,0.00,921.00,10.00,20.00,65,60,2026-07-07 11:57
a11,0,16,18,431.20,0.00,0.00,0.00,256.90,755.10,0.00,0.00,0.00,1000.00,10.00,20.00,65,60,2026-07-07 11:57
a12,1,28,28,463.50,463.50,30.00,5.00,306.30,816.80,769.80,0.00,0.00,5488.00,30.00,60.00,65,60,2026-07-07 11:57
a13,1,18,20,483.90,483.90,5.00,5.00,162.80,675.70,646.70,0.00,0.00,4673.00,30.00,60.00,65,60,2026-07-07 11:57
a14,0,48,49,551.90,0.00,0.00,0.00,116.10,735.00,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a15,0,15,17,567.10,0.00,0.00,0.00,247.70,840.80,0.00,0.00,0.00,1042.00,10.00,20.00,65,60,2026-07-07 11:57
a16,0,28,28,595.20,0.00,0.00,0.00,248.80,908.00,0.00,0.00,0.00,5321.00,30.00,60.00,65,60,2026-07-07 11:57
a17,0,25,30,623.90,0.00,0.00,0.00,177.20,850.10,0.00,0.00,0.00,5184.00,30.00,60.00,65,60,2026-07-07 11:57
a18,0,48,49,689.00,0.00,0.00,0.00,355.60,1106.60,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-07 11:57
a19,1,15,17,769.90,769.90,30.00,5.00,231.20,1049.10,1001.10,0.00,0.00,1144.00,10.00,20.00,65,60,2026-07-07 11:57
a20,1,22,25,950.80,1001.20,30.00,5.00,342.60,1338.40,1343.80,50.40,5.40,1086.00,10.00,20.00,65,60,2026-07-07 11:57
a21,1,20,22,956.30,956.30,5.00,5.00,248.60,1255.90,1204.90,0.00,0.00,5251.00,30.00,60.00,65,60,2026-07-07 11:57
a22,1,20,22,961.40,961.40,5.00,32.00,234.80,1254.20,1196.20,0.00,0.00,1158.00,10.00,20.00,65,60,2026-07-07 11:57
