f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a03,7,212.3,371.4,647.7,5495,30,60,1
a04,3,248.4,219.6,510.0,953,10,20,0
a05,1,300.6,124.1,459.7,1163,10,20,0
a06,8,343.7,157.2,535.9,5500,30,60,1
a07,6,759.3,339.0,1144.3,1125,10,20,0
a08,4,878.5,280.2,1212.7,925,10,20,0
a09,5,1130.2,358.5,1523.7,4858,30,60,1
a10,1,1472.7,384.2,1885.9,864,10,20,0
a11,6,1747.1,270.1,2054.2,5490,30,60,1
a12,1,1765.3,109.7,1932.0,4096,30,60,1
a13,2,1844.4,317.4,2209.8,5081,30,60,1
a14,7,2164.8,118.3,2334.1,5412,30,60,1
a15,5,2187.4,228.0,2471.4,5248,30,60,1
a16,8,2194.0,190.2,2453.2,5500,30,60,1
a17,8,2216.1,342.4,2583.5,5500,30,60,1
a18,4,2414.8,381.6,2842.4,5163,30,60,1
a19,8,2455.4,114.3,2602.7,5500,30,60,1
a20,2,2471.4,354.2,2869.6,908,10,20,0
a21,4,2640.6,392.4,3090.0,914,10,20,0
a22,4,2684.5,398.3,3136.8,4791,30,60,1
a23,7,2762.0,211.9,3005.9,5322,30,60,1
a24,4,2777.0,180.2,2992.2,976,10,20,0
a25,5,2814.8,367.2,3214.0,1120,10,20,0
a26,7,2838.4,251.8,3141.2,5304,30,60,1
a27,3,2851.2,244.6,3155.8,923,10,20,0
a28,2,2964.3,163.2,3188.5,1122,10,20,0
a29,4,2989.6,339.2,3400.8,1131,10,20,0
a30,5,3046.7,218.7,3323.4,5036,30,60,1
a31,1,3127.4,352.8,3540.2,848,10,20,0
a32,1,3161.8,268.6,3487.4,822,10,20,0
a33,1,3182.9,170.8,3406.7,1164,10,20,0
a34,7,3338.3,187.2,3568.5,1134,10,20,0
a35,6,3394.7,313.7,3747.4,5348,30,60,1
a36,8,3438.1,269.6,3747.7,5500,30,60,1
a37,2,3784.8,146.1,3955.9,4918,30,60,1
a38,1,3859.3,214.2,4133.5,783,10,20,0
a39,5,3862.0,380.2,4285.2,1080,10,20,0
a40,5,3943.8,123.4,4119.2,1039,10,20,0
a41,4,3986.0,123.4,4164.4,1031,10,20,0
a42,5,4007.8,142.7,4201.5,5339,30,60,1
a43,3,4098.0,233.7,4356.7,1033,10,20,0
a44,2,4146.9,125.0,4295.9,905,10,20,0
a45,5,4182.6,224.4,4436.0,1092,10,20,0
a46,4,4202.9,263.4,4528.3,5463,30,60,1
a47,3,4306.4,264.8,4625.2,5051,30,60,1
a48,1,4371.3,167.4,4606.7,782,10,20,0
a49,8,4395.6,347.5,4785.1,5500,30,60,1
a50,1,4518.7,318.1,4867.8,742,10,20,0
a51,6,4656.5,204.7,4889.2,5359,30,60,1
a52,3,4714.6,269.4,5033.0,1016,10,20,0
a53,7,4718.1,371.2,5132.3,5385,30,60,1
a54,1,4796.1,351.3,5200.4,1149,10,20,0
a55,4,4825.1,109.9,4992.0,919,10,20,0
a56,1,4860.0,255.3,5181.3,1077,10,20,0
a57,6,4948.7,106.1,5100.8,1069,10,20,0
a58,7,4993.6,333.1,5392.7,5326,30,60,1
a59,1,5402.7,390.5,5857.2,982,10,20,0
a60,4,5422.7,125.9,5618.6,1010,10,20,0
a61,2,5473.6,114.3,5644.9,4471,30,60,1
a62,4,5534.6,285.3,5863.9,1200,10,20,0
a63,1,5570.6,128.6,5762.2,1054,10,20,0
a64,3,5616.0,309.2,5975.2,995,10,20,0
a65,4,5617.3,209.0,5871.3,930,10,20,0
a66,8,5675.7,304.1,6042.8,5500,30,60,1
a67,7,5708.5,247.8,6017.3,1143,10,20,0
a68,1,5735.2,281.9,6069.1,765,10,20,0
a69,8,5829.3,151.1,6040.4,5500,30,60,1
a70,8,5871.8,133.1,6051.9,1200,10,20,0
a71,8,5940.6,395.4,6402.0,5500,30,60,1
a72,6,6007.1,389.2,6428.3,5479,30,60,1
a73,1,6027.4,352.3,6407.7,1107,10,20,0
a74,6,6035.4,328.6,6434.0,1092,10,20,0
a75,5,6037.0,180.3,6251.3,5226,30,60,1
a76,5,6042.6,158.8,6251.4,5250,30,60,1
a77,1,6056.0,106.7,6191.7,839,10,20,0
a78,6,6063.6,195.6,6326.2,5091,30,60,1
a79,8,6204.7,383.9,6626.6,5500,30,60,1
a80,5,6261.8,300.0,6626.8,4951,30,60,1
a81,7,6278.9,177.8,6517.7,5306,30,60,1
a82,3,6318.3,182.5,6553.8,867,10,20,0
