f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a03,6,96.6,292.0,438.6,5112,30,60,1
a04,2,107.5,381.2,512.7,1001,10,20,0
a05,8,275.4,270.2,576.6,5500,30,60,1
a06,1,329.1,299.4,668.5,826,10,20,0
a07,6,388.2,227.0,678.2,1182,10,20,0
a08,6,707.2,232.7,963.9,5287,30,60,1
a09,8,717.4,325.6,1092.0,5500,30,60,1
a10,7,727.6,164.2,938.8,5463,30,60,1
a11,3,747.3,142.2,960.5,997,10,20,0
a12,7,830.6,153.8,1043.4,5348,30,60,1
a13,7,876.9,135.6,1057.5,5437,30,60,1
a14,8,925.0,341.5,1316.5,5500,30,60,1
a15,5,1000.1,209.4,1235.5,5453,30,60,1
a16,8,1004.9,235.8,1297.7,5500,30,60,1
a17,6,1041.5,347.4,1430.9,5264,30,60,1
a18,7,1094.6,231.9,1362.5,5437,30,60,1
a19,4,1138.2,193.6,1366.8,5103,30,60,1
a20,2,1233.9,100.4,1366.3,977,10,20,0
a21,6,1339.8,392.8,1775.6,5071,30,60,1
a22,8,1496.9,161.1,1690.0,5500,30,60,1
a23,8,1590.7,226.9,1867.6,5500,30,60,1
a24,2,1622.2,100.8,1795.0,4946,30,60,1
a25,2,1699.9,194.3,1960.2,1062,10,20,0
a26,6,1716.8,102.7,1871.5,1159,10,20,0
a27,7,1752.7,138.5,1924.2,5355,30,60,1
a28,4,1883.4,243.2,2173.6,1036,10,20,0
a29,6,1911.9,269.0,2245.9,5169,30,60,1
a30,2,1982.0,266.2,2278.2,902,10,20,0
a31,6,2020.1,299.4,2371.5,1131,10,20,0
a32,5,2039.6,357.4,2432.0,5333,30,60,1
a33,7,2099.9,185.0,2337.9,5378,30,60,1
a34,1,2157.2,384.8,2614.0,1117,10,20,0
a35,4,2220.0,257.9,2521.9,1146,10,20,0
a36,4,2233.2,399.9,2688.1,5203,30,60,1
a37,4,2374.6,214.3,2612.9,1047,10,20,0
a38,1,2386.4,321.2,2767.6,751,10,20,0
a39,5,2434.8,134.9,2596.7,5062,30,60,1
a40,4,2500.8,247.1,2795.9,1128,10,20,0
a41,2,2503.1,158.4,2686.5,1013,10,20,0
a42,1,2507.9,394.7,2944.6,955,10,20,0
a43,6,2703.9,387.5,3123.4,1092,10,20,0
a44,6,2826.8,231.0,3083.8,1068,10,20,0
a45,3,2878.4,135.9,3084.3,879,10,20,0
a46,4,3006.6,212.3,3264.9,930,10,20,0
a47,6,3047.2,322.6,3437.8,5312,30,60,1
a48,6,3109.5,265.9,3414.4,5476,30,60,1
a49,2,3246.0,230.4,3521.4,838,10,20,0
a50,7,3466.3,326.8,3832.1,5408,30,60,1
a51,4,3570.4,360.8,3977.2,943,10,20,0
a52,1,3604.9,293.5,3925.4,859,10,20,0
a53,7,3712.3,108.6,3865.9,1184,10,20,0
a54,6,3732.1,308.8,4097.9,5120,30,60,1
a55,6,3771.3,370.1,4190.4,5393,30,60,1
a56,2,3785.0,229.1,4048.1,900,10,20,0
a57,6,3903.9,335.6,4269.5,5498,30,60,1
a58,7,4147.2,239.1,4446.3,5473,30,60,1
a59,1,4247.8,282.7,4554.5,1140,10,20,0
a60,5,4274.0,209.0,4509.0,5390,30,60,1
a61,6,4281.4,342.0,4661.4,5168,30,60,1
a62,8,4326.0,279.9,4665.9,5500,30,60,1
a63,8,4730.9,343.6,5139.5,5500,30,60,1
a64,4,4735.7,372.3,5167.0,5140,30,60,1
a65,8,4781.8,375.0,5206.8,5500,30,60,1
a66,2,4828.1,335.3,5194.4,1166,10,20,0
a67,8,4846.8,323.8,5228.6,1200,10,20,0
a68,7,4927.7,266.6,5230.3,5397,30,60,1
a69,2,5211.2,213.7,5494.9,805,10,20,0
a70,7,5297.6,266.4,5603.0,5388,30,60,1
a71,6,5399.6,259.4,5714.0,1084,10,20,0
a72,5,5467.2,304.8,5831.0,1119,10,20,0
a73,7,5657.4,357.6,6056.0,5473,30,60,1
a74,4,5730.5,206.8,5980.3,4897,30,60,1
a75,5,5740.4,226.4,6004.8,5172,30,60,1
a76,2,5941.1,311.6,6305.7,864,10,20,0
a77,1,5995.1,217.2,6255.3,868,10,20,0
a78,4,6007.7,159.7,6215.4,5313,30,60,1
a79,1,6219.2,305.5,6569.7,1173,10,20,0
a80,4,6237.4,318.7,6595.1,941,10,20,0
a81,2,6289.2,206.7,6522.9,4300,30,60,1
a82,5,6334.5,115.4,6476.9,1162,10,20,0
