f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a03,7,219.3,125.3,403.6,5426,30,60,1
a04,4,256.4,161.6,482.0,5193,30,60,1
a05,7,268.9,300.3,632.2,5375,30,60,1
a06,5,314.5,185.3,552.8,5364,30,60,1
a07,7,506.3,115.4,688.7,5296,30,60,1
a08,2,553.9,195.1,797.0,820,10,20,0
a09,1,610.1,228.7,883.8,758,10,20,0
a10,6,688.9,249.2,968.1,5125,30,60,1
a11,8,725.1,223.4,1016.5,5500,30,60,1
a12,2,783.1,342.1,1176.2,5165,30,60,1
a13,6,874.1,374.9,1286.0,5191,30,60,1
a14,3,895.9,184.4,1111.3,1188,10,20,0
a15,1,970.7,231.9,1266.6,1117,10,20,0
a16,4,1189.6,125.0,1341.6,5197,30,60,1
a17,3,1257.5,295.3,1598.8,1070,10,20,0
a18,4,1263.0,239.1,1527.1,5089,30,60,1
a19,5,1265.6,223.0,1538.6,4862,30,60,1
a20,1,1274.1,204.0,1513.1,827,10,20,0
a21,1,1307.7,384.9,1761.6,805,10,20,0
a22,1,1313.9,234.6,1614.5,931,10,20,0
a23,8,1355.4,221.3,1644.7,5500,30,60,1
a24,1,1444.6,220.6,1691.2,831,10,20,0
a25,7,1470.0,212.1,1750.1,5490,30,60,1
a26,5,1505.7,172.2,1724.9,5208,30,60,1
a27,3,1585.7,232.6,1870.3,1075,10,20,0
a28,2,1714.5,308.0,2083.5,1029,10,20,0
a29,2,1745.1,276.7,2061.8,938,10,20,0
a30,5,1960.6,119.0,2126.6,4985,30,60,1
a31,8,2017.8,303.3,2371.1,5500,30,60,1
a32,6,2025.9,365.8,2431.7,1182,10,20,0
a33,3,2093.0,231.2,2352.2,893,10,20,0
a34,7,2111.7,325.9,2477.6,1160,10,20,0
a35,6,2193.1,299.1,2550.2,1198,10,20,0
a36,2,2238.3,123.5,2402.8,965,10,20,0
a37,2,2243.1,256.5,2563.6,1136,10,20,0
a38,8,2370.5,236.0,2670.5,1200,10,20,0
a39,2,2409.5,117.6,2577.1,798,10,20,0
a40,5,2486.8,382.0,2918.8,5021,30,60,1
a41,2,2537.1,319.9,2889.0,1092,10,20,0
a42,2,2619.8,234.2,2895.0,914,10,20,0
a43,8,2669.8,337.4,3035.2,5500,30,60,1
a44,7,3089.6,336.2,3479.8,1162,10,20,0
a45,2,3225.8,123.4,3415.2,782,10,20,0
a46,6,3289.0,184.8,3522.8,5109,30,60,1
a47,6,3305.9,101.8,3465.7,5133,30,60,1
a48,4,3360.6,294.9,3712.5,4858,30,60,1
a49,1,3510.0,319.1,3888.1,978,10,20,0
a50,1,3517.6,209.4,3784.0,842,10,20,0
a51,7,3621.5,244.0,3936.5,1183,10,20,0
a52,5,3701.2,140.5,3875.7,1102,10,20,0
a53,3,3897.9,289.3,4222.2,855,10,20,0
a54,5,4037.2,251.5,4348.7,1120,10,20,0
a55,5,4060.9,328.1,4436.0,1055,10,20,0
a56,8,4068.9,152.2,4273.1,5500,30,60,1
a57,4,4101.0,213.3,4364.3,1094,10,20,0
a58,6,4271.0,244.6,4558.6,5419,30,60,1
a59,2,4302.2,149.1,4522.3,1097,10,20,0
a60,2,4376.8,212.4,4615.2,891,10,20,0
a61,2,4459.2,153.2,4684.4,897,10,20,0
a62,3,4680.7,197.2,4925.9,949,10,20,0
a63,4,4726.3,147.7,4922.0,5479,30,60,1
a64,8,4881.5,128.4,5074.9,5500,30,60,1
a65,8,4979.9,380.6,5397.5,1200,10,20,0
a66,3,4994.5,129.1,5175.6,1114,10,20,0
a67,2,4998.8,261.2,5330.0,829,10,20,0
a68,5,4999.6,119.1,5142.7,5063,30,60,1
a69,4,5155.9,341.3,5529.2,1004,10,20,0
a70,1,5229.7,294.8,5555.5,1094,10,20,0
a71,2,5266.1,163.3,5468.4,1179,10,20,0
a72,6,5279.7,276.1,5591.8,1149,10,20,0
a73,2,5286.5,298.1,5655.6,5046,30,60,1
a74,1,5461.3,153.1,5665.4,921,10,20,0
a75,4,5569.0,129.3,5762.3,5344,30,60,1
a76,1,5637.1,357.2,6061.3,958,10,20,0
a77,8,5648.7,313.8,5995.5,5500,30,60,1
a78,3,5699.2,131.3,5884.5,1112,10,20,0
a79,8,5745.1,313.4,6091.5,1200,10,20,0
a80,5,5772.9,290.8,6132.7,4974,30,60,1
a81,7,6053.5,251.3,6330.8,1165,10,20,0
a82,7,6056.0,323.2,6436.2,1159,10,20,0
a83,3,6145.0,292.8,6465.8,4612,30,60,1
a84,4,6148.9,351.5,6533.4,988,10,20,0
a85,2,6170.5,169.0,6410.5,866,10,20,0
a86,1,6327.3,328.4,6707.7,953,10,20,0
a87,8,6526.6,331.4,6923.0,5500,30,60,1
a88,2,6545.6,199.0,6785.6,1112,10,20,0
a89,2,6631.1,286.4,6963.5,881,10,20,0
a90,6,6677.2,390.5,7136.7,1196,10,20,0
a91,8,6839.2,161.6,7037.8,5500,30,60,1
a92,7,7016.9,207.5,7266.4,5385,30,60,1
a93,3,7018.5,160.8,7224.3,1015,10,20,0
a94,6,7056.1,100.2,7207.3,1128,10,20,0
a95,1,7082.0,153.0,7288.0,1147,10,20,0
a96,7,7158.0,100.3,7319.3,5293,30,60,1
a97,8,7241.1,166.0,7438.1,1200,10,20,0
a98,2,7249.3,161.8,7444.1,1140,10,20,0
a99,6,7290.2,298.0,7638.2,1172,10,20,0
a100,7,7356.4,329.5,7750.9,5294,30,60,1
a101,6,7443.0,237.3,7737.3,1079,10,20,0
a102,1,7783.7,105.0,7926.7,1092,10,20,0
a103,4,7856.1,286.0,8190.1,1049,10,20,0
a104,4,7968.0,243.5,8257.5,1027,10,20,0
a105,4,8077.7,238.2,8366.9,938,10,20,0
a106,7,8204.0,365.1,8624.1,1182,10,20,0
a107,1,8243.2,299.9,8579.1,798,10,20,0
a108,2,8261.7,263.5,8582.2,911,10,20,0
a109,1,8402.5,115.1,8565.6,1101,10,20,0
a110,6,8547.3,213.9,8803.2,5431,30,60,1
a111,4,8576.5,241.2,8887.7,939,10,20,0
a112,7,8651.4,153.6,8866.0,5313,30,60,1
a113,6,8816.8,281.6,9146.4,5151,30,60,1
a114,4,8994.7,275.3,9310.0,5032,30,60,1
a115,4,9046.5,208.6,9314.1,1052,10,20,0
a116,4,9265.1,347.4,9669.5,1028,10,20,0
a117,3,9277.0,233.3,9559.3,895,10,20,0
a118,2,9376.5,141.4,9558.9,1037,10,20,0
a119,2,9395.5,279.3,9707.8,5465,30,60,1
a120,3,9414.5,308.7,9785.2,1121,10,20,0
a121,3,9445.1,123.4,9633.5,1187,10,20,0
a122,6,9511.5,370.3,9951.8,1140,10,20,0
