f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a03,7,1.2,138.2,178.4,5448,30,60,1
a04,7,157.8,286.5,489.3,5436,30,60,1
a05,8,252.0,396.7,687.7,5500,30,60,1
a06,4,280.7,172.2,499.9,916,10,20,0
a07,7,282.7,163.2,509.9,5439,30,60,1
a08,8,348.8,364.0,777.8,5500,30,60,1
a09,3,558.2,155.8,772.0,1037,10,20,0
a10,7,612.0,186.9,855.9,5383,30,60,1
a11,1,618.7,298.1,958.8,879,10,20,0
a12,4,675.2,315.0,1046.2,1005,10,20,0
a13,3,696.0,119.2,883.2,5235,30,60,1
a14,7,725.0,127.4,903.4,5368,30,60,1
a15,6,746.3,341.3,1144.6,5234,30,60,1
a16,4,758.2,205.7,1027.9,1177,10,20,0
a17,2,826.9,284.9,1166.8,883,10,20,0
a18,5,901.8,201.4,1149.2,4962,30,60,1
a19,6,1025.9,131.0,1187.9,5253,30,60,1
a20,6,1116.8,282.8,1451.6,1127,10,20,0
a21,2,1171.2,301.1,1536.3,867,10,20,0
a22,5,1414.4,354.2,1800.6,5227,30,60,1
a23,3,1558.9,271.2,1896.1,4951,30,60,1
a24,7,1884.9,144.7,2087.6,5415,30,60,1
a25,1,1935.2,254.9,2232.1,1124,10,20,0
a26,7,1978.3,265.8,2287.1,5478,30,60,1
a27,7,2186.2,100.5,2326.7,5441,30,60,1
a28,2,2217.7,140.8,2419.5,1012,10,20,0
a29,8,2305.7,395.4,2747.1,5500,30,60,1
a30,1,2312.1,230.6,2583.7,1056,10,20,0
a31,4,2357.5,253.7,2635.2,1103,10,20,0
a32,6,2585.7,399.1,3045.8,5468,30,60,1
a33,8,2603.4,376.4,3032.8,5500,30,60,1
a34,2,2638.0,391.5,3079.5,884,10,20,0
a35,5,2681.2,230.3,2953.5,1168,10,20,0
a36,7,2686.2,394.2,3147.4,5491,30,60,1
a37,3,2699.8,336.8,3105.6,1142,10,20,0
a38,2,2749.0,222.1,3017.1,5253,30,60,1
a39,7,2753.2,141.8,2964.0,5469,30,60,1
a40,6,2773.3,297.0,3139.3,1172,10,20,0
a41,1,3221.5,125.9,3416.4,1037,10,20,0
a42,7,3231.4,208.1,3488.5,5462,30,60,1
a43,1,3394.2,358.7,3821.9,1062,10,20,0
a44,8,3491.8,161.6,3721.4,5500,30,60,1
a45,1,3516.2,234.8,3800.0,1076,10,20,0
a46,8,3706.7,139.2,3902.9,5500,30,60,1
a47,5,3855.4,397.6,4305.0,5175,30,60,1
a48,6,3864.3,243.4,4131.7,5375,30,60,1
a49,2,3895.7,321.4,4280.1,1200,10,20,0
a50,3,4012.5,397.9,4447.4,896,10,20,0
a51,3,4023.4,191.2,4241.6,907,10,20,0
a52,4,4133.9,332.8,4506.7,1198,10,20,0
a53,6,4218.7,103.3,4371.0,1089,10,20,0
a54,1,4263.0,339.3,4666.3,1009,10,20,0
a55,8,4265.8,224.7,4543.5,5500,30,60,1
a56,7,4348.3,395.3,4800.6,5469,30,60,1
a57,6,4370.6,249.8,4663.4,5246,30,60,1
a58,2,4512.7,154.6,4738.3,1107,10,20,0
a59,7,4517.6,267.5,4822.1,5300,30,60,1
a60,3,4528.2,247.4,4844.6,1004,10,20,0
a61,7,4600.9,116.8,4789.7,5481,30,60,1
a62,2,4651.6,226.6,4939.2,876,10,20,0
