f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a03,7,27.9,375.2,432.1,5377,30,60,1
a04,8,162.4,326.5,513.9,5500,30,60,1
a05,7,185.9,153.6,365.5,5291,30,60,1
a06,5,245.5,174.6,484.1,5061,30,60,1
a07,5,361.3,353.9,767.2,4902,30,60,1
a08,8,363.6,144.5,573.1,5500,30,60,1
a09,7,378.9,362.6,792.5,5460,30,60,1
a10,7,469.9,399.7,912.6,1142,10,20,0
a11,6,530.7,284.3,844.0,1110,10,20,0
a12,1,580.4,123.0,749.4,1047,10,20,0
a13,7,593.7,143.5,784.2,5409,30,60,1
a14,4,597.9,391.8,1051.7,5299,30,60,1
a15,3,749.7,133.0,951.7,914,10,20,0
a16,4,776.3,318.1,1134.4,5184,30,60,1
a17,6,1132.5,282.2,1481.7,5470,30,60,1
a18,7,1169.2,133.2,1357.4,5379,30,60,1
a19,6,1223.1,115.9,1387.0,1200,10,20,0
a20,8,1273.2,351.9,1679.1,5500,30,60,1
a21,8,1500.1,247.0,1790.1,5500,30,60,1
a22,3,1546.5,390.0,1969.5,1040,10,20,0
a23,5,1673.4,351.0,2050.4,5208,30,60,1
a24,2,1697.3,382.3,2121.6,1133,10,20,0
a25,8,1846.5,197.1,2076.6,5500,30,60,1
a26,6,1853.3,364.7,2279.0,1130,10,20,0
a27,2,1924.8,110.3,2093.1,1153,10,20,0
