f,M_ID,ETA,ServT,ETD,EP,P_Arr,P_Dep,Is_VIP
a03,2,277.5,280.2,610.7,782,10,20,0
a04,2,281.9,192.7,504.6,4316,30,60,1
a05,5,305.8,355.6,706.4,1084,10,20,0
a06,7,309.8,386.8,758.6,5483,30,60,1
a07,2,504.0,188.8,754.8,1155,10,20,0
a08,2,570.0,106.5,744.5,4224,30,60,1
a09,7,666.6,326.6,1065.2,5429,30,60,1
a10,1,672.7,100.5,836.2,873,10,20,0
a11,8,691.7,370.4,1123.1,5500,30,60,1
a12,2,742.5,378.4,1186.9,808,10,20,0
a13,2,810.9,104.4,972.3,1148,10,20,0
a14,6,878.0,194.8,1143.8,5373,30,60,1
a15,4,901.7,296.8,1240.5,1157,10,20,0
a16,8,924.8,294.4,1251.2,5500,30,60,1
a17,7,1074.9,353.8,1483.7,5301,30,60,1
a18,3,1110.4,382.9,1561.3,5165,30,60,1
a19,4,1122.9,174.9,1363.8,1105,10,20,0
a20,6,1136.5,333.5,1534.0,5457,30,60,1
a21,4,1167.0,323.8,1529.8,1168,10,20,0
a22,6,1187.8,287.2,1513.0,1073,10,20,0
a23,6,1189.5,397.2,1658.7,5253,30,60,1
a24,2,1294.0,376.4,1694.4,1088,10,20,0
a25,4,1364.6,161.6,1550.2,1200,10,20,0
a26,4,1441.3,314.9,1816.2,1184,10,20,0
a27,8,1474.6,377.3,1923.9,5500,30,60,1
a28,7,1545.9,257.6,1841.5,5348,30,60,1
a29,4,1600.8,128.8,1765.6,951,10,20,0
a30,8,1644.3,103.2,1798.5,5500,30,60,1
a31,8,1816.3,254.2,2097.5,5500,30,60,1
a32,3,2258.3,253.1,2569.4,1037,10,20,0
a33,1,2314.6,252.6,2609.2,966,10,20,0
a34,8,2370.3,393.7,2804.0,5500,30,60,1
a35,5,2459.9,180.9,2708.8,5230,30,60,1
a36,1,2485.6,178.8,2721.4,803,10,20,0
a37,2,2700.7,393.1,3159.8,4385,30,60,1
a38,5,2709.7,239.7,3007.4,1079,10,20,0
a39,1,2728.6,214.8,2986.4,4148,30,60,1
a40,2,2843.3,118.8,3033.1,5127,30,60,1
a41,5,2855.3,114.6,3007.9,5336,30,60,1
a42,7,2885.8,328.7,3273.5,5325,30,60,1
a43,7,2982.0,157.3,3169.3,5476,30,60,1
a44,3,3118.2,270.8,3443.0,4991,30,60,1
a45,1,3258.7,157.7,3445.4,745,10,20,0
a46,3,3269.6,399.4,3720.0,856,10,20,0
a47,1,3272.2,202.4,3499.6,905,10,20,0
a48,2,3308.8,272.8,3651.6,1042,10,20,0
a49,7,3315.7,179.1,3561.8,5376,30,60,1
a50,6,3346.1,299.2,3678.3,5240,30,60,1
a51,5,3416.7,175.2,3662.9,1199,10,20,0
a52,4,3648.2,380.0,4088.2,1116,10,20,0
a53,3,3868.7,377.5,4287.2,884,10,20,0
a54,3,3945.7,373.8,4345.5,5010,30,60,1
a55,8,4219.9,346.8,4599.7,1200,10,20,0
a56,5,4270.0,394.7,4694.7,5009,30,60,1
a57,8,4286.5,164.5,4477.0,5500,30,60,1
a58,2,4311.1,352.0,4730.1,1132,10,20,0
a59,6,4774.2,328.3,5167.5,5432,30,60,1
a60,5,4797.1,180.1,5015.2,1169,10,20,0
a61,8,4824.2,398.5,5250.7,1200,10,20,0
a62,3,4828.6,279.9,5153.5,5288,30,60,1
a63,2,4887.1,262.1,5183.2,851,10,20,0
a64,1,4978.9,338.8,5351.7,716,10,20,0
a65,2,4984.6,307.5,5347.1,4984,30,60,1
a66,1,5154.2,129.7,5317.9,1103,10,20,0
a67,4,5184.4,186.8,5396.2,993,10,20,0
a68,4,5197.0,295.9,5516.9,1032,10,20,0
a69,6,5223.8,306.6,5564.4,1094,10,20,0
a70,2,5319.6,160.7,5505.3,1039,10,20,0
a71,6,5384.0,259.4,5675.4,1081,10,20,0
a72,7,5464.6,301.4,5797.0,1174,10,20,0
a73,6,5516.9,384.8,5928.7,1111,10,20,0
a74,7,5532.5,357.5,5952.0,5438,30,60,1
a75,2,5536.9,300.4,5906.3,993,10,20,0
a76,8,5585.2,205.6,5855.8,5500,30,60,1
a77,3,5690.4,174.7,5932.1,853,10,20,0
a78,5,5938.1,251.0,6256.1,986,10,20,0
a79,4,5959.9,107.3,6118.2,997,10,20,0
a80,1,5965.7,362.6,6379.3,915,10,20,0
a81,4,5984.7,391.9,6423.6,1033,10,20,0
a82,7,6049.4,377.1,6490.5,5439,30,60,1
a83,8,6089.2,333.7,6473.9,5500,30,60,1
a84,5,6111.4,340.6,6500.0,5126,30,60,1
a85,7,6158.7,106.0,6332.7,1198,10,20,0
a86,6,6195.2,183.7,6416.9,5218,30,60,1
a87,8,6432.4,116.5,6599.9,5500,30,60,1
a88,6,6434.2,170.3,6673.5,1166,10,20,0
a89,3,6455.0,119.6,6625.6,1055,10,20,0
a90,5,6570.4,275.0,6905.4,5346,30,60,1
a91,1,6628.3,157.8,6833.1,1118,10,20,0
a92,1,6660.1,137.2,6824.3,749,10,20,0
a93,4,6689.2,339.9,7068.1,5209,30,60,1
a94,7,6983.1,243.2,7256.3,1137,10,20,0
a95,4,7253.3,219.4,7526.7,4998,30,60,1
a96,4,7362.9,223.5,7639.4,4898,30,60,1
a97,4,7399.7,335.1,7804.8,4779,30,60,1
a98,6,7504.7,171.4,7730.1,1114,10,20,0
a99,7,7654.9,216.7,7917.6,5316,30,60,1
a100,3,7759.6,131.2,7952.8,5210,30,60,1
a101,8,7796.7,293.9,8121.6,5500,30,60,1
a102,3,7917.3,360.5,8323.8,999,10,20,0
