Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-15 11:28
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000.00,0.00,20.00,65,60,2026-07-15 11:28
a03,0,18,20,88.60,0.00,0.00,0.00,178.90,303.50,0.00,0.00,0.00,930.00,10.00,20.00,65,60,2026-07-15 11:28
a04,1,20,22,198.30,198.30,30.00,5.00,318.70,580.00,517.00,0.00,0.00,4687.00,30.00,60.00,65,60,2026-07-15 11:28
a05,1,15,17,254.70,254.70,28.00,32.00,240.90,526.60,495.60,0.00,0.00,1037.00,10.00,20.00,65,60,2026-07-15 11:28
a06,1,18,20,283.80,283.80,5.00,5.00,137.30,461.10,421.10,0.00,0.00,1174.00,10.00,20.00,65,60,2026-07-15 11:28
a07,0,20,22,426.20,0.00,0.00,0.00,340.90,801.10,0.00,0.00,0.00,4686.00,30.00,60.00,65,60,2026-07-15 11:28
a08,0,25,30,486.50,0.00,0.00,0.00,385.40,924.90,0.00,0.00,0.00,1155.00,10.00,20.00,65,60,2026-07-15 11:28
a09,1,20,22,495.30,495.70,5.00,5.00,209.30,761.60,705.00,0.40,0.00,1044.00,10.00,20.00,65,60,2026-07-15 11:28
a10,0,48,49,618.60,0.00,0.00,0.00,376.50,1040.10,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-15 11:28
a11,0,18,20,650.60,0.00,0.00,0.00,278.30,984.90,0.00,0.00,0.00,1018.00,10.00,20.00,65,60,2026-07-15 11:28
a12,1,20,22,766.30,766.30,5.00,5.00,178.50,976.80,944.80,0.00,0.00,5252.00,30.00,60.00,65,60,2026-07-15 11:28
a13,1,20,22,779.20,779.20,30.00,5.00,112.50,941.70,891.70,0.00,0.00,1076.00,10.00,20.00,65,60,2026-07-15 11:28
a14,1,25,30,1181.70,1181.70,35.00,5.00,355.90,1585.60,1537.60,0.00,0.00,5353.00,30.00,60.00,65,60,2026-07-15 11:28
a15,0,16,18,1279.30,0.00,0.00,0.00,220.60,1526.90,0.00,0.00,0.00,809.00,10.00,20.00,65,60,2026-07-15 11:28
a16,1,25,30,1430.90,1430.90,5.00,5.00,203.80,1675.70,1634.70,0.00,0.00,5143.00,30.00,60.00,65,60,2026-07-15 11:28
a17,0,16,18,1471.80,0.00,0.00,0.00,192.10,1687.90,0.00,0.00,0.00,942.00,10.00,20.00,65,60,2026-07-15 11:28
a18,0,22,25,1472.00,0.00,0.00,0.00,249.70,1783.70,0.00,0.00,0.00,4903.00,30.00,60.00,65,60,2026-07-15 11:28
a19,0,22,25,1506.40,0.00,0.00,0.00,358.40,1888.80,0.00,0.00,0.00,1004.00,10.00,20.00,65,60,2026-07-15 11:28
a20,1,25,30,1650.90,1650.90,32.00,5.00,149.00,1862.90,1799.90,0.00,0.00,5240.00,30.00,60.00,65,60,2026-07-15 11:28
a21,1,22,25,1683.90,1683.90,5.00,5.00,102.20,1813.10,1786.10,0.00,0.00,5403.00,30.00,60.00,65,60,2026-07-15 11:28
a22,0,18,20,1725.90,0.00,0.00,0.00,380.80,2132.70,0.00,0.00,0.00,1175.00,10.00,20.00,65,60,2026-07-15 11:28
a23,1,22,25,1856.70,1856.70,5.00,5.00,249.90,2156.60,2106.60,0.00,0.00,5302.00,30.00,60.00,65,60,2026-07-15 11:28
a24,0,22,25,1882.80,0.00,0.00,0.00,282.50,2216.30,0.00,0.00,0.00,1195.00,10.00,20.00,65,60,2026-07-15 11:28
a25,1,25,30,1886.00,1886.00,32.00,5.00,204.50,2137.50,2090.50,0.00,0.00,5126.00,30.00,60.00,65,60,2026-07-15 11:28
a26,0,18,20,2011.90,0.00,0.00,0.00,322.90,2366.80,0.00,0.00,0.00,1036.00,10.00,20.00,65,60,2026-07-15 11:28
a27,1,15,17,2100.80,2100.80,32.00,5.00,245.00,2413.80,2345.80,0.00,0.00,984.00,10.00,20.00,65,60,2026-07-15 11:28
a28,0,25,30,2293.10,0.00,0.00,0.00,301.10,2632.20,0.00,0.00,0.00,5130.00,30.00,60.00,65,60,2026-07-15 11:28
a29,0,48,49,2345.40,0.00,0.00,0.00,267.50,2643.90,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-15 11:28
a30,0,48,49,2369.40,0.00,0.00,0.00,282.10,2713.50,0.00,0.00,0.00,5500.00,30.00,60.00,65,60,2026-07-15 11:28
a31,0,25,30,2443.30,0.00,0.00,0.00,299.40,2786.70,0.00,0.00,0.00,5249.00,30.00,60.00,65,60,2026-07-15 11:28
a32,1,22,25,2492.50,2492.50,5.00,5.00,222.80,2770.30,2715.30,0.00,0.00,4923.00,30.00,60.00,65,60,2026-07-15 11:28
a33,1,25,30,2591.40,2591.40,32.00,5.00,291.10,2909.50,2882.50,0.00,0.00,5382.00,30.00,60.00,65,60,2026-07-15 11:28
a34,0,20,22,2606.50,0.00,0.00,0.00,382.80,3059.30,0.00,0.00,0.00,1016.00,10.00,20.00,65,60,2026-07-15 11:28
