Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,1,28,28,200.40,200.40,30.00,5.00,161.60,420.00,362.00,0.00,0.00,1198,10,20,65,60,2026-06-18 22:00
a04,1,20,22,237.00,237.00,5.00,5.00,300.00,586.00,543.10,0.00,0.00,1135,10,20,65,60,2026-06-18 22:00
a05,0,25,30,325.10,0.00,0.00,0.00,342.90,734.00,0.00,0.00,0.00,5149,30,60,65,60,2026-06-18 22:00
a06,0,28,28,331.20,0.00,0.00,0.00,262.80,626.00,0.00,0.00,0.00,5362,30,60,65,60,2026-06-18 22:00
a07,1,16,18,346.50,346.50,5.00,32.00,196.50,593.00,543.00,0.00,0.00,971,10,20,65,60,2026-06-18 22:00
a08,0,16,18,378.20,0.00,0.00,0.00,309.80,748.00,0.00,0.00,0.00,1070,10,20,65,60,2026-06-18 22:00
a09,0,15,17,424.20,0.00,0.00,0.00,249.30,706.50,0.00,0.00,0.00,878,10,20,65,60,2026-06-18 22:00
a10,1,25,30,461.40,461.40,35.00,5.00,275.30,779.70,736.70,0.00,0.00,5330,30,60,65,60,2026-06-18 22:00
a11,0,48,49,473.20,0.00,0.00,0.00,299.00,840.20,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a12,0,16,18,506.40,0.00,0.00,0.00,293.50,843.90,0.00,0.00,0.00,1022,10,20,65,60,2026-06-18 22:00
a13,0,25,30,548.70,0.00,0.00,0.00,329.30,950.00,0.00,0.00,0.00,5434,30,60,65,60,2026-06-18 22:00
a14,0,16,18,611.20,0.00,0.00,0.00,383.90,1063.10,0.00,0.00,0.00,952,10,20,65,60,2026-06-18 22:00
a15,0,18,20,612.30,0.00,0.00,0.00,305.70,977.00,0.00,0.00,0.00,1017,10,20,65,60,2026-06-18 22:00
a16,1,25,30,613.40,613.40,5.00,5.00,184.90,858.30,798.30,0.00,0.00,5378,30,60,65,60,2026-06-18 22:00
a17,0,25,30,713.20,0.00,0.00,0.00,371.00,1149.20,0.00,0.00,0.00,1143,10,20,65,60,2026-06-18 22:00
a18,1,28,28,788.80,798.40,5.00,5.00,173.60,990.40,972.00,9.60,0.00,5324,30,60,65,60,2026-06-18 22:00
a19,1,20,22,814.40,814.40,38.00,5.00,271.40,1147.80,1164.70,0.00,16.90,1008,10,20,65,60,2026-06-18 22:00
a20,1,18,20,884.90,884.90,38.00,32.00,279.70,1228.60,1164.60,0.00,0.00,979,10,20,65,60,2026-06-18 22:00
a21,1,22,25,919.50,972.20,5.00,27.00,184.20,1170.70,1156.40,52.70,0.00,1057,10,20,65,60,2026-06-18 22:00
a22,1,15,17,920.40,972.10,5.00,5.00,331.80,1323.20,1303.90,51.70,0.00,1052,10,20,65,60,2026-06-18 22:00
