Aircraft_ID,Accepted,Width,Length,ETA,Roll_In,X,Y,ServT,ETD,Roll_Out,D_Arr,D_Dep,EP,P_Arr,P_Dep,Hangar_Width,Hangar_Length,StartDate
a01,1,20,22,0.00,0.00,5.00,5.00,210.00,200.00,210.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a02,1,16,18,0.00,0.00,30.00,5.00,160.00,150.00,160.00,0.00,10.00,1000,0,20,65,60,2026-06-18 22:00
a03,0,25,30,136.80,0.00,0.00,0.00,107.10,290.90,0.00,0.00,0.00,1125,10,20,65,60,2026-06-18 22:00
a04,1,48,49,171.20,210.10,5.00,5.00,183.20,423.40,393.30,38.90,0.00,5500,30,60,65,60,2026-06-18 22:00
a05,0,25,30,241.80,0.00,0.00,0.00,317.30,631.10,0.00,0.00,0.00,5156,30,60,65,60,2026-06-18 22:00
a06,0,16,18,253.10,0.00,0.00,0.00,309.10,606.20,0.00,0.00,0.00,939,10,20,65,60,2026-06-18 22:00
a07,0,16,18,392.70,0.00,0.00,0.00,253.60,713.30,0.00,0.00,0.00,812,10,20,65,60,2026-06-18 22:00
a08,0,28,28,413.20,0.00,0.00,0.00,201.60,676.80,0.00,0.00,0.00,5402,30,60,65,60,2026-06-18 22:00
a09,1,48,49,457.30,457.30,5.00,5.00,110.50,593.80,567.80,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a10,0,18,20,461.20,0.00,0.00,0.00,292.80,784.00,0.00,0.00,0.00,1100,10,20,65,60,2026-06-18 22:00
a11,0,15,17,498.90,0.00,0.00,0.00,105.20,640.10,0.00,0.00,0.00,1091,10,20,65,60,2026-06-18 22:00
a12,1,28,28,538.50,567.90,5.00,5.00,266.70,864.20,834.60,29.40,0.00,5303,30,60,65,60,2026-06-18 22:00
a13,1,15,17,556.70,568.00,5.00,38.00,208.10,802.80,776.10,11.30,0.00,1159,10,20,65,60,2026-06-18 22:00
a14,0,48,49,622.30,0.00,0.00,0.00,321.90,1003.20,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a15,0,48,49,633.50,0.00,0.00,0.00,322.50,998.00,0.00,0.00,0.00,5500,30,60,65,60,2026-06-18 22:00
a16,1,20,22,643.30,643.30,38.00,5.00,285.10,990.40,928.40,0.00,0.00,5045,30,60,65,60,2026-06-18 22:00
a17,1,18,20,648.50,648.50,38.00,32.00,270.10,954.60,918.60,0.00,0.00,976,10,20,65,60,2026-06-18 22:00
a18,0,22,25,661.10,0.00,0.00,0.00,371.30,1100.40,0.00,0.00,0.00,1091,10,20,65,60,2026-06-18 22:00
a19,0,28,28,742.40,0.00,0.00,0.00,335.30,1147.70,0.00,0.00,0.00,5331,30,60,65,60,2026-06-18 22:00
a20,0,15,17,746.60,0.00,0.00,0.00,297.70,1070.30,0.00,0.00,0.00,987,10,20,65,60,2026-06-18 22:00
a21,0,28,28,761.70,0.00,0.00,0.00,305.60,1137.30,0.00,0.00,0.00,5366,30,60,65,60,2026-06-18 22:00
a22,1,25,30,856.80,856.80,5.00,5.00,143.20,1068.00,1000.00,0.00,0.00,5157,30,60,65,60,2026-06-18 22:00
